period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
2024,436,142,294,0.3256880733944954,2.100161957399745,10.847416314563867,5.423708682321836,-14.170963039485958,-14.170963039485958,5.829036960513988,5.829036960514018,5.829036960513988,15.229402549417108,0.7273706636290657
