investigation,regime,horizon,metric,n,mean,p05,p25,p50,p75,p95
05_momentum_persistence,ret6_Q1,12h,mae,26288,0.015969977888694142,0.0007703834984632953,0.0048241933455341335,0.010851082967600068,0.021025959381697518,0.047514930770686074
05_momentum_persistence,ret6_Q1,12h,future_vol,26288,0.03170788372034729,0.011405659877278653,0.01852532071638308,0.02669359707795929,0.03922060570903618,0.06703992540166914
05_momentum_persistence,ret6_Q2,12h,forward_return,26310,0.0011678216863494442,-0.02597994369120633,-0.006871577189080408,0.0008804639262393055,0.008975317970684793,0.029649347559720235
05_momentum_persistence,ret6_Q2,12h,mfe,26310,0.012923803030404963,0.000831204161489163,0.0042624922985070035,0.009153333524891005,0.016882668489070607,0.03851471510564487
05_momentum_persistence,ret6_Q2,12h,mae,26310,0.012421912982738781,0.0005913006597375869,0.0035965246319425714,0.008221202878605949,0.016424255665776016,0.03777699538162573
05_momentum_persistence,ret6_Q2,12h,future_vol,26310,0.02534571601314374,0.007750884367304642,0.014448561529045056,0.02139473493572317,0.03192966421653092,0.05519004253939471
05_momentum_persistence,ret6_Q3,12h,forward_return,26312,0.0009648020253065868,-0.027174536729643095,-0.007122956808791381,0.0006766395858512908,0.00901480252196385,0.0303662661614908
05_momentum_persistence,ret6_Q3,12h,mfe,26312,0.012993495021626649,0.0007259736684109619,0.004166418354169532,0.00918930317776634,0.017061203949112314,0.039012568681203674
05_momentum_persistence,ret6_Q3,12h,mae,26312,0.012762031243033174,0.0006766468968396,0.003686680850309265,0.008426306709501508,0.016954236249977606,0.03870040287216029
05_momentum_persistence,ret6_Q3,12h,future_vol,26312,0.02575552626465982,0.007922211413814217,0.014637707137986403,0.021787597221624305,0.03230773741337772,0.05634250693901468
05_momentum_persistence,ret6_Q4,12h,forward_return,26305,0.0013672126860557422,-0.030618747303392136,-0.009022350566815551,0.0008537857707364704,0.011453041993214397,0.035971241281512294
05_momentum_persistence,ret6_Q4,12h,mfe,26305,0.01580270118535774,0.0008858584482928756,0.00521910461427777,0.011329622386469396,0.021768882175226656,0.04654968241078594
05_momentum_persistence,ret6_Q4,12h,mae,26305,0.015556111808528957,0.0009254785036080903,0.004935464323587269,0.010850647068721853,0.02061260057801817,0.0454409265908948
05_momentum_persistence,ret6_Q4,12h,future_vol,26305,0.031358812993886695,0.011432595539160801,0.01876835938079267,0.026548316251830198,0.039053672647877895,0.0665785416156916
05_momentum_persistence,ret6_positive,12h,forward_return,53298,0.001156835772934894,-0.028766560603610762,-0.008040447676570583,0.0007370373325057411,0.01009598256781985,0.033295846769021656
05_momentum_persistence,ret6_positive,12h,mfe,53298,0.014360150311244923,0.0008044220486236322,0.0046385175210511,0.010164776213079874,0.01939518425225545,0.04286499047920084
05_momentum_persistence,ret6_positive,12h,mae,53298,0.014126557079242581,0.0007788141426805673,0.004209877995351302,0.009581889018883627,0.018763025543939632,0.042138981694905674
05_momentum_persistence,ret6_positive,12h,future_vol,53298,0.028486707390487507,0.008896896165685736,0.016739453456951908,0.024104583979894078,0.03547661700643687,0.061542810929137846
