timeframe,period_role,period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
5m,DEVELOPMENT,2024-01,59,20,39,0.3389830508474576,0.7323858005240506,2.269698836566859,1.1348496013797653,-2.672162637422574,-2.672162637422574,17.327837362577444,17.327837362577423,17.327837362577444,4.04215247142908,0.19083093503277007
5m,DEVELOPMENT,2024-02,54,29,25,0.5370370370370371,6.729891952208001,2.0971217179978847,1.0485625414718276,3.5842076927382887,0.9120450553157147,20.91204505531575,20.91204505531572,20.91204505531575,1.4651508618747933,0.07337386865843941
5m,DEVELOPMENT,2024-03,77,27,50,0.35064935064935066,1.3511375122697113,2.9662983049814966,1.483149490274953,-3.098310282986738,-2.1862652276710235,-3.943512183468556e-13,17.813734772328978,17.869506251731977,5.3314271797633985,0.2455835126693976
5m,DEVELOPMENT,2024-04,54,14,40,0.25925925925925924,-1.516129295916722,1.7062150486753767,0.8531071453052853,-4.075451489897384,-6.261716717568408,-5.080380560684716e-13,13.738283282431592,13.656924399288432,4.258503639977716,0.23846707576583887
5m,DEVELOPMENT,2024-05,57,20,37,0.3508771929824561,0.6985025195670617,1.4876651707691755,0.7438327600101304,-1.5329954112122444,-7.7947121287806524,-5.950795411990839e-13,12.205287871219346,12.13056023362253,1.718923190567697,0.1246006768906321
5m,DEVELOPMENT,2024-06,22,6,16,0.2727272727272727,-0.35362844782391306,0.516395160336232,0.25819749176097706,-1.128221099921122,-8.922933228701774,-6.181721801112872e-13,11.07706677129822,11.205894358107285,1.9997960929000556,0.15557837447594505
5m,DEVELOPMENT,2024-07,56,22,34,0.39285714285714285,1.2911023166454645,1.1931645785148683,0.5965826120329566,-0.49864487390236056,-9.421578102604135,10.578421897395893,10.578421897395856,10.578421897395893,1.366180606697819,0.1204952762739995
5m,DEVELOPMENT,2024-08,69,17,52,0.2463768115942029,-1.3620457745830816,1.216564151302761,0.608281735139868,-3.1868916610257108,-12.608469763629845,-7.185363415374013e-13,7.391530236370146,7.37120529436383,3.297215886118268,0.3096944525249091
5m,VALIDATION,2024-09,43,15,28,0.3488372093023256,0.6618067182746133,1.61162030180968,0.8058103163564363,-1.7556238998915028,-1.7556238998915028,18.2443761001085,18.244376100108507,18.2443761001085,2.0207868916679246,0.10084496199541206
5m,VALIDATION,2024-10,38,14,24,0.3684210526315789,0.8991364352317444,1.2960024193423243,0.6480014344552043,-1.0448674185657845,-2.8004913184572873,17.199508681542707,17.199508681542717,17.199508681542707,2.3678871627061877,0.1292099727308262
5m,VALIDATION,2024-11,66,27,39,0.4090909090909091,3.038768804428177,2.278719889055105,1.1393607042196154,-0.3793117888465425,-3.1798031073038295,-2.8066438062523957e-13,16.82019689269617,16.707133122152193,2.4026387429261575,0.1283089381118719
5m,VALIDATION,2024-12,54,14,40,0.25925925925925924,-1.391664197665177,1.6376564238889577,0.8188278640283339,-3.8481484855824686,-7.027951592886298,12.9720484071137,12.972048407113704,12.9720484071137,3.973343342174804,0.23561555045081034
15m,DEVELOPMENT,2024-01,41,15,26,0.36585365853658536,1.1842160699836164,1.6507287380321178,0.8253646650699763,-1.2918773331184779,-1.2918773331184779,18.708122666881525,18.70812266688152,18.708122666881525,2.6761574457054316,0.12540921123535145
15m,DEVELOPMENT,2024-02,48,22,26,0.4583333333333333,3.806151598441424,1.8409087596842633,0.9204553313799311,1.0447875073772297,-0.24708982574124816,19.75291017425876,19.752910174258744,19.75291017425876,1.3211681337556165,0.0679361811489583
15m,DEVELOPMENT,2024-03,53,16,37,0.3018867924528302,-0.5657007823501914,1.8746098845405497,0.937304800844962,-3.377615467735703,-3.6247052934769513,-3.410605131648481e-13,16.375294706523047,16.62858224954393,3.765490058899349,0.18971144815257843
15m,DEVELOPMENT,2024-04,31,8,23,0.25806451612903225,-0.8579791467319966,0.9509064942391102,0.4754530326247036,-2.28433867359581,-5.909043967072762,14.090956032927236,14.090956032927238,14.090956032927236,2.5081286395185156,0.15110191729047528
