timeframe,period_role,trade_id,status,symbol,side,signal_timestamp,entry_timestamp,entry_reference_price,entry_price,exit_timestamp,exit_reference_price,exit_price,quantity,position_value,risk_amount,stop_loss,take_profit,exit_reason,gross_pnl,entry_fee,exit_fee,entry_slippage,exit_slippage,slippage,net_pnl,R,holding_time
5m,DEVELOPMENT,1,CLOSED,BTCUSDT,LONG,2024-01-01 08:00:00+00:00,2024-01-01 08:05:00+00:00,42460.0,42481.229999999996,2024-01-01 19:30:00+00:00,43330.8546,43309.189172700004,0.000470325835198745,19.980019980019982,0.19980019980019983,42056.4177,43330.8546,TP,0.40958541708166846,0.019980019980019983,0.020369430569430573,0.00998501748126744,0.0101898101898078,0.02017482767107524,0.34906113886114265,1.7470510000000186,0 days 11:25:00
5m,DEVELOPMENT,2,CLOSED,BTCUSDT,LONG,2024-01-02 09:50:00+00:00,2024-01-02 09:55:00+00:00,45654.5,45677.327249999995,2024-01-02 11:40:00+00:00,45220.55397749999,45197.94370051124,0.0004450508300363545,20.32873240645469,0.20328732406454691,45220.55397749999,46590.87379499999,SL,-0.19312803750460292,0.02032873240645469,0.020115382359848947,0.010159286559945068,0.01006272254119558,0.020222009101140647,-0.2537941613720472,-1.2484505000000077,0 days 01:45:00
5m,DEVELOPMENT,3,CLOSED,BTCUSDT,LONG,2024-01-03 10:20:00+00:00,2024-01-03 10:25:00+00:00,45261.42,45284.050709999996,2024-01-03 11:10:00+00:00,44831.210202899994,44808.794597798544,0.0004433170502847756,20.075191785703396,0.20075191785703397,44831.210202899994,46189.7317242,SL,-0.19071933825398557,0.020075191785703397,0.019864502647912438,0.010032579603049126,0.009937219933923465,0.01996979953697259,-0.250628832224574,-1.248450500000005,0 days 00:45:00
5m,DEVELOPMENT,4,CLOSED,BTCUSDT,LONG,2024-01-05 08:00:00+00:00,2024-01-05 08:05:00+00:00,43821.78,43843.69089,2024-01-05 14:40:00+00:00,43405.253981099995,43383.55135410945,0.0004521702650826392,19.824813331932592,0.19824813331932592,43405.253981099995,44720.5647078,SL,-0.18834068037983107,0.019824813331932593,0.01961675191601396,0.009907452939496186,0.009813282599305407,0.019720735538801593,-0.2475029811665792,-1.2484505000000006,0 days 06:35:00
5m,DEVELOPMENT,5,CLOSED,BTCUSDT,LONG,2024-01-06 09:40:00+00:00,2024-01-06 09:45:00+00:00,43729.81,43751.67490499999,2024-01-08 02:50:00+00:00,43314.15815594999,43292.50107687202,0.0004474699002724147,19.577557606491457,0.19577557606491458,43314.15815594999,44626.70840309999,SL,-0.1859916892051022,0.019577557606491457,0.019372091139411327,0.009783886859813542,0.00969089101521252,0.019474777875026064,-0.24441611582603104,-1.2484505000000021,1 days 17:05:00
5m,DEVELOPMENT,6,CLOSED,BTCUSDT,LONG,2024-01-08 08:20:00+00:00,2024-01-08 08:25:00+00:00,44046.0,44068.023,2024-01-08 12:00:00+00:00,44949.383460000005,44926.908768270005,0.0004387168823663659,19.33338566260931,0.1933338566260931,43627.34277,44949.383460000005,TP,0.39632957515254263,0.01933338566260931,0.019710193349173566,0.009661861900354935,0.009860026687930705,0.01952188858828564,0.3377641075524741,1.747051000000008,0 days 03:35:00
5m,DEVELOPMENT,7,CLOSED,BTCUSDT,LONG,2024-01-09 08:00:00+00:00,2024-01-09 08:05:00+00:00,46754.75,46778.127375,2024-01-09 12:55:00+00:00,46310.34610125,46287.19092819937,0.00042051303562856473,19.67081234348091,0.19670812343480912,46310.34610125,47713.689922499994,SL,-0.1868776325085329,0.01967081234348091,0.01946436716793608,0.009830490926275802,0.009737052110023183,0.019567543036298984,-0.2455803550562489,-1.2484504999999986,0 days 04:50:00
5m,DEVELOPMENT,8,CLOSED,BTCUSDT,LONG,2024-01-11 08:50:00+00:00,2024-01-11 08:55:00+00:00,46308.11,46331.264055,2024-01-11 12:35:00+00:00,47257.8893361,47234.260391431955,0.0004192736313083247,19.425477323444706,0.19425477323444706,45867.95141445,47257.8893361,TP,0.398217431188257,0.01942547732344471,0.019804079876478645,0.009707884719362278,0.00990699343495501,0.01961487815431729,0.3393729958340163,1.747051000000012,0 days 03:40:00
5m,DEVELOPMENT,9,CLOSED,BTCUSDT,LONG,2024-01-12 10:55:00+00:00,2024-01-12 11:00:00+00:00,46063.62,46086.65181,2024-01-12 13:40:00+00:00,45625.7852919,45602.97239925405,0.00042885543881120684,19.76451128531685,0.1976451128531685,45625.7852919,47008.3848462,SL,-0.1877677958690034,0.019764511285316852,0.019557082739377448,0.009877316984166516,0.009783433086230427,0.019660750070396943,-0.24675013996409467,-1.2484505000000001,0 days 02:40:00
5m,DEVELOPMENT,10,CLOSED,BTCUSDT,LONG,2024-01-13 08:00:00+00:00,2024-01-13 08:05:00+00:00,43136.0,43157.568,2024-01-13 10:05:00+00:00,42725.99232,42704.62932384,0.0004522499425590683,19.518007648989084,0.19518007648989083,42725.99232,44020.71936,SL,-0.18542594972877796,0.019518007648989085,0.019313166158712945,0.009754126761113669,0.009661413786247113,0.019415540547360784,-0.24367266408384078,-1.2484504999999915,0 days 02:00:00
