timeframe,period_role,period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
5m,DEVELOPMENT,2024-01,18,5,13,0.2777777777777778,-0.4174862328254867,0.7054092576335952,0.35270452444520517,-1.4756000149042872,-1.4756000149042872,18.524399985095705,18.52439998509572,18.524399985095705,2.2411398135666794,0.10792591164478386
5m,DEVELOPMENT,2024-02,2,1,1,0.5,0.19882411886651655,0.07372392622769075,0.0368620128198722,0.08823817981895365,-1.3873618350853336,18.61263816491466,18.612638164914674,18.61263816491466,0.3687906436054682,0.019867823453563367
5m,DEVELOPMENT,2024-03,22,7,15,0.3181818181818182,-0.021200441499392014,0.7916095579756722,0.39580477368767336,-1.2086147731627375,-2.595976608248071,17.40402339175192,17.40402339175194,17.40402339175192,1.7607595644992742,0.09341916360246
5m,DEVELOPMENT,2024-04,24,5,19,0.20833333333333334,-1.3045882813196856,0.7658532697554579,0.38292630873061767,-2.4533678598057613,-5.049344468053832,14.950655531946168,14.950655531946174,14.950655531946168,2.8826647955509763,0.1642362465765136
5m,DEVELOPMENT,2024-05,7,3,4,0.42857142857142855,0.33446238844790016,0.20595988785269378,0.1029800275419316,0.02552247305327468,-5.023821995000557,14.976178004999444,14.976178004999447,14.976178004999444,0.6088372240714985,0.04072311229233736
5m,DEVELOPMENT,2024-06,7,0,7,0.0,-0.9584842957097381,0.20072201508525567,0.10036076792154267,-1.2595670787165365,-6.283389073717094,13.716610926282906,13.716610926282911,13.716610926282906,1.3235243411182687,0.08799949718450664
5m,DEVELOPMENT,2024-07,10,3,7,0.3,-0.08070209236384568,0.2690634104708886,0.1345316850599084,-0.4842971878946426,-6.767686261611737,13.232313738388264,13.23231373838827,13.232313738388264,0.6608871265050364,0.04781457185085639
5m,DEVELOPMENT,2024-08,26,4,22,0.15384615384615385,-1.5377580538144136,0.6235671403106752,0.3117831857157894,-2.473108379840878,-9.240794641452615,10.759205358547383,10.75920535854739,10.759205358547383,2.486032930806127,0.18769257875899403
5m,VALIDATION,2024-09,7,3,4,0.42857142857142855,0.4617651916508947,0.28508186442020966,0.14254104765138886,0.034142279579296164,0.034142279579296164,20.034142279579292,20.03414227957929,20.034142279579292,0.7686935787285343,0.036951384126868866
5m,VALIDATION,2024-10,3,3,0,1.0,1.2524610175137219,0.1233835771091623,0.06169210166983452,1.067385338734725,1.1015276183140212,21.10152761831402,21.101527618314012,21.10152761831402,0.1684436394276574,0.008343310606293357
5m,VALIDATION,2024-11,9,2,7,0.2222222222222222,-0.5281601867231968,0.37737834749588123,0.18868904170787104,-1.0942275759269489,0.007300042387072381,20.007300042387072,20.00730004238707,20.007300042387072,1.6920878604814398,0.07797859866165889
5m,VALIDATION,2024-12,13,3,10,0.23076923076923078,-0.6892577120479232,0.48689467247466295,0.24344716392287444,-1.4195995484454607,-1.4122995060583883,18.58770049394161,18.587700493941608,18.58770049394161,2.2118565607207685,0.10967522049553954
15m,DEVELOPMENT,2024-01,11,4,7,0.36363636363636365,0.29345534430695364,0.44191037563926816,0.2209552611834404,-0.3694102925157551,-0.3694102925157551,-2.842170943040401e-14,19.630589707484244,19.670222561103728,0.9243048710498591,0.04497479231684843
15m,DEVELOPMENT,2024-02,6,4,2,0.6666666666666666,1.2447718216213957,0.23966902908043644,0.11983482573316234,0.8852679668077967,0.5158576742920417,20.515857674292022,20.51585767429204,20.515857674292022,0.3741337675208918,0.018230317083853233
15m,DEVELOPMENT,2024-03,20,4,16,0.2,-1.3816718457678496,0.7653726022055606,0.3826859556847691,-2.5297304036581796,-2.013872729366138,17.986127270633844,17.98612727063386,17.986127270633844,2.8684003311822543,0.13754328968508797
15m,DEVELOPMENT,2024-04,30,6,24,0.2,-1.7600509945780605,0.9745908351970641,0.4872949775857464,-3.221936807360871,-5.235809536727009,14.76419046327296,14.764190463272996,14.76419046327296,3.3878336012876744,0.1866366852114283
15m,DEVELOPMENT,2024-05,8,2,6,0.25,-0.24157873806879945,0.23148537737421065,0.11574262829240803,-0.5888067437354181,-5.824616280462427,-1.4566126083082054e-13,14.175383719537578,14.268223594303794,0.8698432187882243,0.057939687833098524
15m,DEVELOPMENT,2024-06,11,3,8,0.2727272727272727,-0.21308766163645976,0.3053075274830167,0.15265371046957155,-0.671048899589048,-6.495665180051475,13.504334819948491,13.504334819948527,13.504334819948491,1.3473022600531603,0.0921548121225028
15m,DEVELOPMENT,2024-07,17,4,13,0.23529411764705882,-0.5616409737257454,0.4328445886856578,0.21642215393256575,-1.210907716343969,-7.706572896395444,-1.9184653865522705e-13,12.293427103604555,12.212272880659464,1.3107289102992858,0.09694486320857663
15m,DEVELOPMENT,2024-08,22,7,15,0.3181818181818182,-0.03502105485972756,0.5088364663853764,0.25441822443740153,-0.7982757456825055,-8.504848642077949,11.495151357922026,11.495151357922053,11.495151357922026,1.1084597077285867,0.09072113907063281
15m,VALIDATION,2024-09,9,4,5,0.4444444444444444,0.6731453155997056,0.36238217243733356,0.1811912545049705,0.12957188865740163,0.12957188865740163,20.1295718886574,20.129571888657402,20.1295718886574,0.7576026316553985,0.03701923653059066
15m,VALIDATION,2024-10,10,4,6,0.4,0.4762607956444753,0.39902168189974824,0.19951096001505209,-0.12227184627032495,0.007300042387076683,20.00730004238706,20.00730004238708,20.00730004238706,0.8145697179484124,0.0404663210153717
15m,VALIDATION,2024-11,7,1,6,0.14285714285714285,-0.7243545242770182,0.26870874771022457,0.13435419276646446,-1.1274174647537072,-1.1201174223666306,18.879882577633357,18.879882577633367,18.879882577633357,1.6661305685193994,0.08282062079012824
15m,VALIDATION,2024-12,20,3,17,0.15,-1.7441564393513018,0.7137790858469786,0.35688910688434583,-2.8148246320826265,-3.934942054449257,16.06505794555072,16.06505794555074,16.06505794555072,2.9563266704471616,0.1554212130257201
1h,DEVELOPMENT,2024-01,7,1,6,0.14285714285714285,-0.7154430621789807,0.2743754812124053,0.13718756174542376,-1.1270061051368097,-1.1270061051368097,18.872993894863182,18.872993894863193,18.872993894863182,1.2222730826259074,0.06082392853974567
1h,DEVELOPMENT,2024-02,1,1,0,1.0,0.38650515380036615,0.03807574669404327,0.019037969973307527,0.3293914371330154,-0.7976146680037943,19.202385331996197,19.202385331996208,19.202385331996197,0.19434787422322586,0.010150027604152834
1h,DEVELOPMENT,2024-03,6,1,5,0.16666666666666666,-0.511039151662624,0.2281131438920806,0.11405644418624154,-0.8532087397409461,-1.6508234077447406,18.349176592255244,18.349176592255265,18.349176592255244,1.1883490643828054,0.06082392853974593
1h,DEVELOPMENT,2024-04,14,1,13,0.07142857142857142,-1.774033554905668,0.47749200115465473,0.23874555706891684,-2.4902711131292397,-4.14109452087398,-7.638334409421077e-14,15.858905479126017,16.023549374428406,2.590829243771646,0.140426368329091
1h,DEVELOPMENT,2024-05,8,2,6,0.25,-0.2622637100690597,0.24680075795247589,0.12340031341029359,-0.6324647814318292,-4.773559302305809,15.226440697694185,15.226440697694187,15.226440697694185,0.8394073489592131,0.05272303062172491
1h,DEVELOPMENT,2024-06,11,4,7,0.36363636363636365,0.2085835738609399,0.32654914488034636,0.163274624586044,-0.28124019560545044,-5.05479949791126,14.945200502088737,14.945200502088738,14.945200502088737,0.9448235719406402,0.061425206131382845
1h,DEVELOPMENT,2024-07,12,2,10,0.16666666666666666,-0.7894060567538057,0.339461340665228,0.16973047298107752,-1.298597870400111,-6.353397368311371,-1.1723955140041653e-13,13.646602631688628,13.552760129483952,1.392440372604785,0.09316973515411706
