investigation,regime,n,median_forward_return_1h,median_forward_return_4h,median_forward_return_12h,mfe,mae,p_plus_1R,p_minus_1R,p_plus_1R_before_minus_1R,future_volatility,monthly_consistency,clustering_note,interpretation,verdict,n_thinned144,p_race_thinned144,delta_p_race_vs_all,delta_median_fwd_12h_vs_all
05_momentum_persistence,ret24_Q3,26323,-2.0806341930024175e-05,0.00013262978016859162,0.0007286577792497972,0.009402426448277712,0.008210237031947787,0.4761615317403032,0.3657257911332295,0.4105155187478631,0.02168774713575991,mixed (4/12 months race>baseline),median gap 5.0 min; %<1h 92.2; %<3h 98.2; %<12h 100.0,small mixed difference. monthly: mixed (4/12 months race>baseline),C,205,0.3902439024390244,-0.013644534476487058,-0.00022626581506268728
05_momentum_persistence,ret24_Q4,26300,-0.00022981991926890322,-0.00016895501453179085,0.0006386600076948579,0.011479586347036719,0.010904173741120016,0.5561216730038023,0.43038022813688215,0.4606463878326996,0.026718152554387566,broad (10/12 months race>baseline),median gap 5.0 min; %<1h 94.3; %<3h 97.0; %<12h 99.9,directional difference versus baseline. monthly: broad (10/12 months race>baseline),C,162,0.41975308641975306,0.03648633460834949,-0.00031626358661762666
05_momentum_persistence,ret24_positive,54656,-9.517954053706035e-05,3.3811061768362904e-05,0.0007042989081708084,0.010327588394872578,0.009487471100734113,0.5135941159250585,0.39611387587822017,0.4337126756440281,0.024112952689463327,mixed (7/12 months race>baseline),median gap 5.0 min; %<1h 97.5; %<3h 99.4; %<12h 100.0,indistinguishable from baseline. monthly: mixed (7/12 months race>baseline),C,380,0.4026315789473684,0.00955262241967797,-0.0002506246861416761
05_momentum_persistence,ret24_negative,50534,0.00028915871639201285,0.0007041573460653261,0.00122054531873661,0.010129447381404866,0.009615701504595231,0.5047294890568726,0.40952625954802707,0.41378082083349826,0.023886194997227418,mixed (5/12 months race>baseline),median gap 5.0 min; %<1h 97.1; %<3h 99.3; %<12h 100.0,small mixed difference. monthly: mixed (5/12 months race>baseline),C,350,0.4057142857142857,-0.010379232390851867,0.00026562172442412546
06_mean_reversion,ALL,105215,8.094419309090384e-05,0.0003510923329543836,0.0009549235943124845,0.010239391630176842,0.00955178070313134,0.5093380221451314,0.402528156631659,0.42416005322435013,0.024008709923462837,baseline,median gap 5.0 min; %<1h 100.0; %<3h 100.0; %<12h 100.0,unconditional 2024 reference path,baseline,730,0.4041095890410959,0.0,0.0
06_mean_reversion,ret3_Q1,26291,0.00040386717890505963,0.0007570801558564044,0.0014265701611020365,0.011413134880591924,0.010780501840545464,0.5547906127572173,0.43448328325282415,0.44581796051880873,0.026668453520227467,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 92.5; %<3h 99.5; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: broad (9/12 months race>baseline),C,151,0.423841059602649,0.0216579072944586,0.00047164656678955197
06_mean_reversion,ret3_Q1_bull,12781,0.00012641246927813654,0.0001410306027156416,0.0008196802194586628,0.01119675470438164,0.010429752383035451,0.5450277756044128,0.42766606681793284,0.4508254440184649,0.02644258399065218,mixed (8/12 months race>baseline),median gap 5.0 min; %<1h 86.5; %<3h 95.0; %<12h 99.4,small mixed difference. monthly: mixed (8/12 months race>baseline),C,80,0.4375,0.012796218251199198,0.00014852774930351753
06_mean_reversion,ret3_Q1_bear,13510,0.0006863218962098738,0.0014365888041070196,0.0020008736756369494,0.011620323551314482,0.011092271116528052,0.5640266469282014,0.4409326424870466,0.44108068097705405,0.026869014109556173,broad (11/12 months race>baseline),median gap 5.0 min; %<1h 90.4; %<3h 95.4; %<12h 99.2,directional difference versus baseline. monthly: broad (11/12 months race>baseline),C,71,0.4084507042253521,0.03268861809751222,0.0007646845181550344
06_mean_reversion,ret3_Q2,26312,0.00010043291986971958,0.0003415267730186855,0.0009064877391942172,0.009161205267104067,0.00823460178448654,0.466403162055336,0.36789297658862874,0.40186986926117363,0.021445584222768956,mixed (3/12 months race>baseline),median gap 10.0 min; %<1h 94.6; %<3h 99.9; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: mixed (3/12 months race>baseline),C,211,0.4028436018957346,-0.022290183963176502,-4.843585511826731e-05
06_mean_reversion,ret3_Q3,26315,5.5334865225464824e-06,0.00016733140593994111,0.0006679322224565354,0.009130386508375388,0.008405464660929951,0.46562796883906515,0.37480524415732475,0.39821394641839253,0.021695859872611464,unstable (race edge concentrated in <=2 months),median gap 10.0 min; %<1h 94.8; %<3h 99.8; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: unstable (race edge concentrated in <=2 months),C,218,0.38990825688073394,-0.025946106805957603,-0.00028699137185594914
06_mean_reversion,ret3_Q4,26297,-0.00012615998130738326,0.00021363033038501733,0.0009729164553602399,0.011409425957480845,0.010873675303562647,0.5505951249191923,0.43297714568201695,0.4507738525307069,0.026657014749909027,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 92.5; %<3h 99.5; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: broad (9/12 months race>baseline),B,150,0.4066666666666667,0.026613799306356767,1.7992861047755326e-05
06_mean_reversion,ret6_Q1,26288,0.0004698939185144857,0.0008157900254943673,0.0015629885996175652,0.011417061313788057,0.010851082967600068,0.5550060864272672,0.4363207547169811,0.4442711503347535,0.02669359707795929,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 90.8; %<3h 98.9; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: broad (9/12 months race>baseline),C,139,0.4316546762589928,0.020111097110403375,0.0006080650053050807
06_mean_reversion,ret6_Q1_bull,11370,0.0001353687708787188,0.00016536501048358687,0.0008402338303287182,0.01105711838712431,0.010512977265833556,0.5420404573438874,0.43016710642040457,0.44538258575197887,0.026176778064813847,mixed (4/12 months race>baseline),median gap 5.0 min; %<1h 83.7; %<3h 93.8; %<12h 99.1,indistinguishable from baseline. monthly: mixed (4/12 months race>baseline),C,70,0.4,0.007353359984713148,0.000169081360173573
06_mean_reversion,ret6_Q1_bear,14918,0.0007873967247580271,0.0014000540045016052,0.002103355672189555,0.01165527518911913,0.011091526400308416,0.5648880546990214,0.44101085936452605,0.4434240514814318,0.027114851525171794,broad (10/12 months race>baseline),median gap 5.0 min; %<1h 90.2; %<3h 95.6; %<12h 99.2,directional difference versus baseline. monthly: broad (10/12 months race>baseline),B,69,0.463768115942029,0.035031988601889996,0.0008671665147076402
06_mean_reversion,ret6_Q2,26310,0.00013422839947352383,0.00035414501701858114,0.0008804639262393055,0.009153333524891005,0.008221202878605949,0.4674648422652984,0.3652603572786013,0.40288863549980997,0.02139473493572317,mixed (4/12 months race>baseline),median gap 10.0 min; %<1h 92.9; %<3h 99.7; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: mixed (4/12 months race>baseline),C,236,0.3644067796610169,-0.021271417724540165,-7.445966807317905e-05
06_mean_reversion,ret6_Q3,26312,-3.3239200529555646e-05,0.0002141691483721342,0.0006766395858512908,0.00918930317776634,0.008426306709501508,0.46758133171176647,0.3732137427789602,0.4010717543326239,0.021787597221624305,unstable (race edge concentrated in <=2 months),median gap 10.0 min; %<1h 93.0; %<3h 99.8; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: unstable (race edge concentrated in <=2 months),C,214,0.42990654205607476,-0.023088298891726255,-0.0002782840084611937
06_mean_reversion,ret6_Q4,26305,-0.00017861088225512578,8.767355304550861e-05,0.0008537857707364704,0.011329622386469396,0.010850647068721853,0.5473484128492682,0.4353544953430907,0.44843185706139516,0.026548316251830198,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 90.7; %<3h 99.0; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: broad (9/12 months race>baseline),B,141,0.40425531914893614,0.024271803837045025,-0.00010113782357601409
06_mean_reversion,ret12_Q1,26285,0.0005183363363362448,0.0009869747891513292,0.0016259781805578744,0.011372113605725431,0.010937005958895796,0.5557161879398896,0.43640859805972987,0.44626212668822524,0.026758891180733962,broad (10/12 months race>baseline),median gap 5.0 min; %<1h 91.3; %<3h 97.7; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: broad (10/12 months race>baseline),B,153,0.43790849673202614,0.022102073463875105,0.0006710545862453898
06_mean_reversion,ret12_Q1_bull,8465,0.0001574743606701512,0.000343828616740538,0.0010870886469882546,0.011072456884779758,0.010392019130174845,0.5419964559952747,0.4264619019492026,0.4500886001181335,0.026188916847794647,mixed (5/12 months race>baseline),median gap 5.0 min; %<1h 81.9; %<3h 90.1; %<12h 98.4,small mixed difference. monthly: mixed (5/12 months race>baseline),C,61,0.4262295081967213,0.01205937435086779,0.00041593617683310935
06_mean_reversion,ret12_Q1_bear,17820,0.0007221664532641725,0.0013253588854068576,0.001865547221838737,0.011518404024365103,0.011139578493850555,0.5622334455667789,0.44113355780022445,0.4444444444444444,0.027000667301460134,broad (11/12 months race>baseline),median gap 5.0 min; %<1h 91.6; %<3h 96.1; %<12h 99.4,directional difference versus baseline. monthly: broad (11/12 months race>baseline),B,92,0.44565217391304346,0.03605238156490259,0.000629358064356822
06_mean_reversion,ret12_Q2,26313,0.00015196714247500687,0.00034471842474703696,0.0009510251096891409,0.00906553263701615,0.008173607459757704,0.46372515486641586,0.36772697905978036,0.39820620985824495,0.021350683665314566,mixed (4/12 months race>baseline),median gap 5.0 min; %<1h 90.4; %<3h 99.4; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: mixed (4/12 months race>baseline),C,212,0.37264150943396224,-0.025953843366105178,-3.898484623343634e-06
06_mean_reversion,ret12_Q3,26313,-1.2880838079487589e-06,0.00016552030860039757,0.0006208495092916433,0.009197590508815967,0.008356462980454893,0.4680196100786683,0.3701592368791092,0.40193060464409225,0.021681096319571266,mixed (3/12 months race>baseline),median gap 5.0 min; %<1h 90.6; %<3h 99.3; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: mixed (3/12 months race>baseline),C,205,0.40487804878048783,-0.022229448580257882,-0.00033407408502084124
06_mean_reversion,ret12_Q4,26304,-0.000294208865619483,1.9552320860594108e-05,0.0007488662897190412,0.011360265128247615,0.010968624552968376,0.5499543795620438,0.4358652676399027,0.45027372262773724,0.026638676663312204,broad (10/12 months race>baseline),median gap 5.0 min; %<1h 91.2; %<3h 97.7; %<12h 100.0,small directional difference (below ~0.30R cost scale). monthly: broad (10/12 months race>baseline),B,160,0.4125,0.026113669403387108,-0.0002060573045934433
06_mean_reversion,ret24_Q1,26282,0.0004836719738445794,0.0010581455001392737,0.0016974831319460648,0.0113422774148082,0.01102225313786992,0.552088882124648,0.44528574689901834,0.43969256525378586,0.02697471694008154,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 94.4; %<3h 97.0; %<12h 99.9,small directional difference (below ~0.30R cost scale). monthly: broad (9/12 months race>baseline),B,157,0.39490445859872614,0.01553251202943573,0.0007425595376335803
06_mean_reversion,ret24_Q1_bull,4187,0.00010579804747568033,0.00044492506550364297,0.0015162306715608143,0.011125406500730683,0.010036582414774786,0.539288273226654,0.42321471220444234,0.4459039885359446,0.025989653855796716,mixed (7/12 months race>baseline),median gap 5.0 min; %<1h 79.4; %<3h 83.0; %<12h 94.4,small mixed difference. monthly: mixed (7/12 months race>baseline),C,24,0.4583333333333333,0.007874762768678878,0.000845078201405669
06_mean_reversion,ret24_Q1_bear,22095,0.0005685714212007031,0.0011801834623561547,0.0017304711717296417,0.01137950742533822,0.0111564164756226,0.5545145960624576,0.44946820547635213,0.43851550124462546,0.027105117274721428,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 94.7; %<3h 96.9; %<12h 99.5,directional difference versus baseline. monthly: broad (9/12 months race>baseline),B,133,0.38345864661654133,0.030123438365083632,0.0004942820142477267
06_mean_reversion,ret24_Q2,26310,0.0001434769958550408,0.00044333807387664237,0.0008767666152209586,0.008849091170862855,0.008183267504479508,0.4530596731280882,0.3687951349296845,0.38582288103382745,0.020961870383636443,unstable (race edge concentrated in <=2 months),median gap 5.0 min; %<1h 92.1; %<3h 98.2; %<12h 100.0,directional difference versus baseline. monthly: unstable (race edge concentrated in <=2 months),C,206,0.41262135922330095,-0.038337172190522684,-7.815697909152597e-05
06_mean_reversion,ret24_Q3,26323,-2.0806341930024175e-05,0.00013262978016859162,0.0007286577792497972,0.009402426448277712,0.008210237031947787,0.4761615317403032,0.3657257911332295,0.4105155187478631,0.02168774713575991,mixed (4/12 months race>baseline),median gap 5.0 min; %<1h 92.2; %<3h 98.2; %<12h 100.0,small mixed difference. monthly: mixed (4/12 months race>baseline),C,205,0.3902439024390244,-0.013644534476487058,-0.00022626581506268728
06_mean_reversion,ret24_Q4,26300,-0.00022981991926890322,-0.00016895501453179085,0.0006386600076948579,0.011479586347036719,0.010904173741120016,0.5561216730038023,0.43038022813688215,0.4606463878326996,0.026718152554387566,broad (10/12 months race>baseline),median gap 5.0 min; %<1h 94.3; %<3h 97.0; %<12h 99.9,directional difference versus baseline. monthly: broad (10/12 months race>baseline),C,162,0.41975308641975306,0.03648633460834949,-0.00031626358661762666
07_range_position,ALL,105215,8.094419309090384e-05,0.0003510923329543836,0.0009549235943124845,0.010239391630176842,0.00955178070313134,0.5093380221451314,0.402528156631659,0.42416005322435013,0.024008709923462837,baseline,median gap 5.0 min; %<1h 100.0; %<3h 100.0; %<12h 100.0,unconditional 2024 reference path,baseline,730,0.4041095890410959,0.0,0.0
07_range_position,pos12_Q1,26306,0.0004466196754818741,0.0007578821774003597,0.0013069654443170764,0.010332302293490803,0.009323744109377141,0.5122405534858967,0.3976279175853418,0.42457994373907093,0.02375638834103884,mixed (6/12 months race>baseline),median gap 5.0 min; %<1h 89.6; %<3h 98.7; %<12h 100.0,indistinguishable from baseline. monthly: mixed (6/12 months race>baseline),C,186,0.3870967741935484,0.00041989051472079986,0.00035204185000459187
07_range_position,pos12_Q2,26294,0.00011206609837244308,0.000381598511470127,0.0011168842298739934,0.010209711476540373,0.009554167490408882,0.5090895261276337,0.40020537004639845,0.42313835856088844,0.023879845526511907,mixed (5/12 months race>baseline),median gap 10.0 min; %<1h 92.2; %<3h 99.8; %<12h 100.0,indistinguishable from baseline. monthly: mixed (5/12 months race>baseline),C,175,0.37714285714285717,-0.001021694663461692,0.00016196063556150886
07_range_position,pos12_Q3,26297,-2.0944009687828835e-05,0.00021752740530334158,0.0007710175528570229,0.010171142842414493,0.009504142725627718,0.5067117922196448,0.40293569608700613,0.42278586911054494,0.024029209625842315,mixed (4/12 months race>baseline),median gap 10.0 min; %<1h 92.1; %<3h 99.8; %<12h 100.0,indistinguishable from baseline. monthly: mixed (4/12 months race>baseline),C,207,0.4492753623188406,-0.001374184113805188,-0.00018390604145546163
07_range_position,pos12_Q4,26318,-0.0001978411548929082,6.941505982838159e-05,0.000603799355493706,0.010245978605827877,0.009864433396531036,0.5093092180256859,0.4093396154723003,0.42613420472680297,0.02435717736163822,mixed (6/12 months race>baseline),median gap 5.0 min; %<1h 89.6; %<3h 98.8; %<12h 100.0,indistinguishable from baseline. monthly: mixed (6/12 months race>baseline),C,162,0.3950617283950617,0.0019741515024528367,-0.0003511242388187785
07_range_position,pos24_Q1,26304,0.00045765814631493207,0.0007993515159721021,0.001275965142488622,0.01010246358229161,0.009478303506350372,0.5040298053527981,0.40400699513381993,0.4173509732360097,0.023813196367017855,mixed (4/12 months race>baseline),median gap 5.0 min; %<1h 92.7; %<3h 97.2; %<12h 100.0,indistinguishable from baseline. monthly: mixed (4/12 months race>baseline),C,158,0.4050632911392405,-0.006809079988340405,0.0003210415481761375
07_range_position,pos24_Q2,26290,0.0001356260875335913,0.00040498513220343924,0.0009997450835107502,0.00998569561760887,0.0093648451641411,0.49923925446938,0.40342335488779,0.41357930772156715,0.023607664028996278,unstable (race edge concentrated in <=2 months),median gap 5.0 min; %<1h 92.0; %<3h 99.0; %<12h 100.0,small mixed difference. monthly: unstable (race edge concentrated in <=2 months),C,208,0.39903846153846156,-0.010580745502782984,4.4821489198265674e-05
07_range_position,pos24_Q3,26304,-5.88334742180896e-05,0.00016823444443803126,0.0010074654500963343,0.010475607828707045,0.009504600622881332,0.5187804136253041,0.3994449513381995,0.43077098540145986,0.0240181240275811,mixed (8/12 months race>baseline),median gap 5.0 min; %<1h 92.0; %<3h 99.0; %<12h 100.0,indistinguishable from baseline. monthly: mixed (8/12 months race>baseline),C,211,0.41706161137440756,0.00661093217710973,5.2541855783849734e-05
07_range_position,pos24_Q4,26317,-0.00018134627821353444,2.980331550195281e-05,0.0005462537280074287,0.010376073793026741,0.009854401198652218,0.5152942964623627,0.40323745107725045,0.43492799331230764,0.024550485883502986,mixed (7/12 months race>baseline),median gap 5.0 min; %<1h 92.6; %<3h 97.3; %<12h 100.0,small mixed difference. monthly: mixed (7/12 months race>baseline),C,153,0.39215686274509803,0.010767940087957506,-0.00040866986630505586
08_volume_regime,ALL,105215,8.094419309090384e-05,0.0003510923329543836,0.0009549235943124845,0.010239391630176842,0.00955178070313134,0.5093380221451314,0.402528156631659,0.42416005322435013,0.024008709923462837,baseline,median gap 5.0 min; %<1h 100.0; %<3h 100.0; %<12h 100.0,unconditional 2024 reference path,baseline,730,0.4041095890410959,0.0,0.0
08_volume_regime,vol_Q1,26297,6.984988703262474e-05,0.0003674644509654712,0.0010362883972625525,0.00974861582001374,0.009091308213074578,0.49013195421530975,0.3963950260485987,0.4132410541126364,0.02293481877868509,mixed (4/12 months race>baseline),median gap 10.0 min; %<1h 92.0; %<3h 99.6; %<12h 100.0,small mixed difference. monthly: mixed (4/12 months race>baseline),C,29,0.3448275862068966,-0.010918999111713734,8.136480295006798e-05
08_volume_regime,vol_Q1_bull,13488,-8.113079613786267e-05,6.494647448640478e-05,0.0009043020880553643,0.010092972204069572,0.008582207781491269,0.5038552787663108,0.3787811387900356,0.433199881376038,0.02302282740916301,mixed (4/12 months race>baseline),median gap 10.0 min; %<1h 87.9; %<3h 95.2; %<12h 99.3,indistinguishable from baseline. monthly: mixed (4/12 months race>baseline),C,13,0.38461538461538464,-0.00482934439122773,0.00023314961790021904
08_volume_regime,vol_Q1_bear,12809,0.00025906334316649904,0.0006778655456487481,0.0011833919394104164,0.00942265463430303,0.00962190559855558,0.4756811616831915,0.4149426184713873,0.3922242173471778,0.022843224623196517,mixed (6/12 months race>baseline),median gap 5.0 min; %<1h 88.8; %<3h 94.9; %<12h 99.2,small directional difference (below ~0.30R cost scale). monthly: mixed (6/12 months race>baseline),C,16,0.3125,-0.016167845532364056,-5.279721807149862e-05
08_volume_regime,vol_Q2,26302,6.377369974619462e-05,0.0003358023249481201,0.0008946441669737126,0.010282520423956276,0.00947123712214304,0.5113299368869287,0.39692799026689984,0.42741996806326515,0.02399156944679344,mixed (7/12 months race>baseline),median gap 10.0 min; %<1h 95.1; %<3h 100.0; %<12h 100.0,indistinguishable from baseline. monthly: mixed (7/12 months race>baseline),C,107,0.411214953271028,0.0032599148389150234,-6.0279427338771896e-05
08_volume_regime,vol_Q2_bull,14092,-0.0001313502236382491,-3.471191799975237e-05,0.000673828117466968,0.010517128720928692,0.009193926169851263,0.5211467499290378,0.38440249787113256,0.44393982401362475,0.024479197559218874,mixed (8/12 months race>baseline),median gap 15.0 min; %<1h 90.2; %<3h 95.9; %<12h 99.5,indistinguishable from baseline. monthly: mixed (8/12 months race>baseline),C,58,0.4482758620689655,0.005910598246359033,2.675647311822793e-06
08_volume_regime,vol_Q2_bear,12210,0.0003398068104870644,0.000799429174849875,0.0011046753742867121,0.010000928481492477,0.009761919328620305,0.5,0.4113841113841114,0.40835380835380836,0.023575073041168716,mixed (5/12 months race>baseline),median gap 15.0 min; %<1h 89.0; %<3h 95.0; %<12h 99.2,indistinguishable from baseline. monthly: mixed (5/12 months race>baseline),C,49,0.3673469387755102,-3.82545257334721e-05,-0.0001315137831952029
08_volume_regime,vol_Q3,26312,9.00002634218744e-05,0.00034577535935920167,0.0008541218245876614,0.010403564248449348,0.00969936210222544,0.5156202493159014,0.4051763453937367,0.4271815141380359,0.024348576311895846,mixed (8/12 months race>baseline),median gap 15.0 min; %<1h 95.2; %<3h 100.0; %<12h 100.0,indistinguishable from baseline. monthly: mixed (8/12 months race>baseline),C,225,0.4222222222222222,0.0030214609136857695,-0.00010080176972482313
08_volume_regime,vol_Q3_bull,14277,-0.00012520146624545037,-2.602155257208638e-05,0.0005166862792844729,0.010512721661693814,0.00954414447488916,0.5205575400994606,0.39693212859844507,0.4392379351404357,0.024704866402187026,mixed (8/12 months race>baseline),median gap 15.0 min; %<1h 90.1; %<3h 96.1; %<12h 99.5,indistinguishable from baseline. monthly: mixed (8/12 months race>baseline),C,118,0.4576271186440678,0.0012087093731699694,-0.00015446619087067237
08_volume_regime,vol_Q3_bear,12035,0.0003640642590926335,0.0008408741610750337,0.0012056312877573028,0.010246599753662267,0.009954511746200323,0.5097631906938097,0.4149563772330702,0.412879102617366,0.023760851907440615,mixed (8/12 months race>baseline),median gap 15.0 min; %<1h 88.6; %<3h 95.1; %<12h 99.2,indistinguishable from baseline. monthly: mixed (8/12 months race>baseline),C,107,0.38317757009345793,0.004487039737824161,-3.0557869724612274e-05
08_volume_regime,vol_Q4,26304,9.985321565564309e-05,0.00035592231601055957,0.0010289037440961435,0.010521230931252012,0.009918572427685457,0.5202630778588808,0.411610401459854,0.42879409975669097,0.024769414975263734,mixed (8/12 months race>baseline),median gap 10.0 min; %<1h 92.1; %<3h 99.9; %<12h 100.0,indistinguishable from baseline. monthly: mixed (8/12 months race>baseline),C,369,0.3956639566395664,0.004634046532340841,7.398014978365897e-05
08_volume_regime,vol_Q4_bull,14121,-0.000154906057883486,-0.00010590759341211342,0.0005569545977364143,0.010428054087514571,0.00968360090528908,0.5168189221726507,0.4048580128886056,0.4355215636286382,0.024973185448665378,mixed (6/12 months race>baseline),median gap 10.0 min; %<1h 87.5; %<3h 95.9; %<12h 99.5,indistinguishable from baseline. monthly: mixed (6/12 months race>baseline),C,207,0.4057971014492754,-0.00250766213862752,-0.00011419787241873092
08_volume_regime,vol_Q4_bear,12183,0.0004136258226503653,0.0009071638044235719,0.0014944977085082911,0.010598620185625185,0.010203578716057149,0.5242551095789214,0.419436920298777,0.4209964704916687,0.02452683344646504,broad (9/12 months race>baseline),median gap 10.0 min; %<1h 86.7; %<3h 94.9; %<12h 99.3,small mixed difference. monthly: broad (9/12 months race>baseline),C,162,0.38271604938271603,0.012604407612126889,0.00025830855102637607
09_trend_volatility,ALL,105215,8.094419309090384e-05,0.0003510923329543836,0.0009549235943124845,0.010239391630176842,0.00955178070313134,0.5093380221451314,0.402528156631659,0.42416005322435013,0.024008709923462837,baseline,median gap 5.0 min; %<1h 100.0; %<3h 100.0; %<12h 100.0,unconditional 2024 reference path,baseline,730,0.4041095890410959,0.0,0.0
09_trend_volatility,bull_range12_Q1,14934,-1.449197257941126e-05,0.00014983448857908144,0.0006600898458871685,0.008098281648284078,0.006250947609117152,0.42346323824829246,0.2877326905048882,0.3848265702423999,0.018042979574072582,mixed (4/12 months race>baseline),median gap 5.0 min; %<1h 93.1; %<3h 96.1; %<12h 98.8,directional difference versus baseline. monthly: mixed (4/12 months race>baseline),B,116,0.3620689655172414,-0.053202655524865805,-1.1062624267976773e-05
09_trend_volatility,bull_range12_Q2,14498,-0.0001506197704486678,-0.00015420290426937378,0.00050668407918808,0.010452304690886205,0.009508188433934861,0.5173127327907298,0.40688370809766866,0.44599255069664784,0.024474926081553057,mixed (5/12 months race>baseline),median gap 5.0 min; %<1h 90.6; %<3h 95.4; %<12h 99.1,indistinguishable from baseline. monthly: mixed (5/12 months race>baseline),C,127,0.47244094488188976,0.00796332492938212,-0.00016446839096706523
09_trend_volatility,bull_range12_Q3,14091,-0.00021956254352301086,-0.00036604998427003377,0.0007092985832879428,0.011009470687760814,0.010463715538515439,0.540841671989213,0.43204882549144846,0.4536938471364701,0.025723135464231276,mixed (8/12 months race>baseline),median gap 5.0 min; %<1h 91.0; %<3h 95.4; %<12h 98.9,small directional difference (below ~0.30R cost scale). monthly: mixed (8/12 months race>baseline),C,95,0.42105263157894735,0.01566462136920438,3.814611313279759e-05
09_trend_volatility,bull_range12_Q4,12455,-0.00020177848276742294,0.0001357034067466234,0.0007926080710460859,0.012932418994812789,0.01210519497424889,0.5961461260537937,0.45170614211160176,0.4748293857888398,0.030285405656913893,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 93.9; %<3h 96.0; %<12h 98.4,directional difference versus baseline. monthly: broad (9/12 months race>baseline),B,58,0.46551724137931033,0.0368001600215741,0.00012145560089094065
09_trend_volatility,bear_range12_Q1,11403,0.0002008671891702285,0.0003685767179675281,0.0005534721118702901,0.006809757642959102,0.006657596492974038,0.34973252652810666,0.32272209067789176,0.3126370253442077,0.016928175506155423,unstable (race edge concentrated in <=2 months),median gap 5.0 min; %<1h 92.7; %<3h 95.5; %<12h 98.3,directional difference versus baseline. monthly: unstable (race edge concentrated in <=2 months),B,103,0.3786407766990291,-0.09575503753533415,-0.0006827170456116249
09_trend_volatility,bear_range12_Q2,11797,0.00029445358933211097,0.0007017180389731204,0.0009049977480579674,0.00937431181739723,0.009255308149972219,0.4722387047554463,0.4040010172077647,0.40662880393320333,0.02174830612344819,mixed (4/12 months race>baseline),median gap 5.0 min; %<1h 90.3; %<3h 94.7; %<12h 98.6,indistinguishable from baseline. monthly: mixed (4/12 months race>baseline),C,100,0.34,-0.0017632589463384973,-0.00033119140942394765
09_trend_volatility,bear_range12_Q3,12206,0.000477126363053193,0.0010822118081565968,0.0013314675072518822,0.010919859389110886,0.010522581943929243,0.5386695067999344,0.4327379977060462,0.44797640504669833,0.025098788453797368,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 90.4; %<3h 95.3; %<12h 98.6,directional difference versus baseline. monthly: broad (9/12 months race>baseline),C,70,0.4,0.039584342167156505,9.527834976996719e-05
09_trend_volatility,bear_range12_Q4,13831,0.0005450637993885676,0.0014465064101877312,0.002810837431476809,0.013634439608281701,0.013098839493541958,0.6207794085749404,0.48543127756489046,0.45390788807750704,0.03094114051972205,broad (9/12 months race>baseline),median gap 5.0 min; %<1h 95.0; %<3h 96.6; %<12h 98.6,directional difference versus baseline. monthly: broad (9/12 months race>baseline),C,61,0.4098360655737705,0.04551582519796521,0.0015746482739948942
10_autocorrelation,ALL,105215,8.094419309090384e-05,0.0003510923329543836,0.0009549235943124845,0.010239391630176842,0.00955178070313134,0.5093380221451314,0.402528156631659,0.42416005322435013,0.024008709923462837,baseline,median gap 5.0 min; %<1h 100.0; %<3h 100.0; %<12h 100.0,unconditional 2024 reference path,baseline,730,0.4041095890410959,0.0,0.0
12_holding_horizon,ALL,105215,8.094419309090384e-05,0.0003510923329543836,0.0009549235943124845,0.010239391630176842,0.00955178070313134,0.5093380221451314,0.402528156631659,0.42416005322435013,0.024008709923462837,baseline,median gap 5.0 min; %<1h 100.0; %<3h 100.0; %<12h 100.0,unconditional 2024 reference path,baseline,730,0.4041095890410959,0.0,0.0
12_holding_horizon,EMA20>EMA50,55978,-0.00011987207033770098,-2.1809461113631023e-05,0.0006711524701551452,0.010392084228424525,0.009262269579186133,0.5157383257708386,0.39140376576512204,0.4380292257672657,0.024389803345307867,mixed (7/12 months race>baseline),median gap 5.0 min; %<1h 98.5; %<3h 99.1; %<12h 99.9,small mixed difference. monthly: mixed (7/12 months race>baseline),C,396,0.42676767676767674,0.013869172542915587,-0.0002837711241573393
