period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
2024,572,191,381,0.3339160839160839,4.464322232433096,13.26510090354633,6.632551567853016,-15.433330238966247,-15.433330238966247,4.566669761033712,4.566669761033719,4.566669761033712,16.7374148581997,0.7870541048023345
