ending_cash,ending_realized_equity,ending_mtm_equity,total_net_pnl,signals,filled_trades,closed_trades,open_end_of_data,ignored_position_open,tp_count,sl_count,win_rate,average_R,profit_factor,max_drawdown,max_drawdown_pct,entry_slippage_last,sample_id
-2.220446049250313e-16,1.5135452478197955,1.5089693571098022,-18.486454752180205,8759.0,994.0,993.0,1.0,7765.0,331.0,662.0,0.3333333333333333,-0.249949999999994,0.7251804450084303,20.235836891230882,0.9326710992107954,0.0007556387879086794,12
0.0,1.18360218723328,1.174986567832139,-18.81639781276672,8680.0,1035.0,1034.0,1.0,7645.0,340.0,694.0,0.3288201160541586,-0.2634693491295873,0.7097072331794989,19.94349660491025,0.9457994295299955,0.0005909144265195545,13
-2.220446049250313e-16,1.2107353267115002,1.2038791891354348,-18.7892646732885,8601.0,988.0,987.0,1.0,7613.0,321.0,666.0,0.3252279635258359,-0.2742296474164075,0.6706952196105513,19.891337022849342,0.944208499347766,0.0006044606701202125,14
-2.220446049250313e-16,1.0715804175250767,1.0722590969590167,-18.928419582474923,8768.0,1012.0,1011.0,1.0,7756.0,327.0,684.0,0.32344213649851633,-0.2795790949554835,0.6721926876154575,20.072024249176867,0.9507684444254011,0.0005349874600785863,15
-2.220446049250313e-16,1.044636236551689,1.0394720131554214,-18.95536376344831,8767.0,995.0,994.0,1.0,7772.0,319.0,675.0,0.3209255533199195,-0.28711752364184495,0.6835420941379023,20.22388499702277,0.9517830425158782,0.0005215355541767549,16
-2.220446049250313e-16,1.0689737273656021,1.0657419066087386,-18.931026272634398,8534.0,967.0,966.0,1.0,7567.0,308.0,658.0,0.3188405797101449,-0.29336306521738476,0.6695532497228075,20.028748294116795,0.9501437859141214,0.0005336860677381618,17
0.0,1.4901218603887543,1.4827226652311314,-18.509878139611246,8817.0,1000.0,999.0,1.0,7817.0,333.0,666.0,0.3333333333333333,-0.2499499999999942,0.7059948877101603,19.61741528114617,0.9303342194243064,0.0007439446412600102,18
-2.220446049250313e-16,1.3121245638504107,1.3031563084602333,-18.68787543614959,8745.0,1003.0,1002.0,1.0,7742.0,330.0,672.0,0.32934131736526945,-0.2619080898203536,0.7189184972143647,19.78794406583243,0.9387326948194932,0.0006550793353824084,19
-2.220446049250313e-16,1.2181345681597655,1.2092675823331158,-18.781865431840234,8891.0,978.0,977.0,1.0,7913.0,317.0,660.0,0.32446264073694986,-0.2765221729785,0.7047252373046335,19.82928939209887,0.9428636595837488,0.000608154747880613,20
-2.220446049250313e-16,1.3773258311794194,1.378198152752363,-18.62267416882058,8766.0,992.0,991.0,1.0,7774.0,327.0,664.0,0.32996972754793136,-0.260025686175574,0.704265685693636,19.895981879278605,0.9364223561087264,0.000687631125086335,21
-2.220446049250313e-16,1.4056399771152712,1.4042557909159554,-18.59436002288473,8892.0,988.0,987.0,1.0,7904.0,326.0,661.0,0.3302938196555218,-0.2590548677811489,0.6958638295088616,19.692878611372176,0.934121327536061,0.0007017669871932403,22
-2.220446049250313e-16,1.8357694430540406,1.8261527760171272,-18.16423055694596,8804.0,981.0,980.0,1.0,7823.0,332.0,648.0,0.33877551020408164,-0.23364795102040217,0.7338283971016772,19.63122667744488,0.9155938524323393,0.0009165094990236449,23
