metric,mean,median,p05,p25,p75,p95,strategy_A
ending_realized_equity,1.3539261369702718,1.2907175697015099,0.9497408167389363,1.1881556616094953,1.5008914682003365,1.878543931491509,5.829036960514044
total_net_pnl,-18.646073863029727,-18.70928243029849,-19.050259183261062,-18.811844338390504,-18.499108531799664,-18.12145606850849,-14.170963039485958
win_rate,0.3289053146413541,0.3284787241563898,0.31882337762869306,0.3253360003360003,0.3320812996120286,0.3398862799879546,0.3256880733944954
average_R,-0.263214136633846,-0.2644919890714418,-0.2934145940781769,-0.27390602298950467,-0.2537004688902129,-0.23032063846665596,-0.27285138761467287
profit_factor,0.7035954779670233,0.7064797598900003,0.6664532351716367,0.6908582218202028,0.718040618781864,0.7339247769217644,0.6879309904447147
max_drawdown,19.87687370270618,19.84906981496205,19.20006413047244,19.608103367711642,20.079499663615252,20.63094076119269,15.229402549417108
closed_trades,991.98,992.0,965.95,980.0,1002.0,1025.05,436.0
