investigation,regime,horizon,metric,n,mean,p05,p25,p50,p75,p95
08_volume_regime,vol_Q3_bull,12h,mae,14277,0.014525273520266037,0.0007495513404525812,0.0042214696957185716,0.00954414447488916,0.018873796394393016,0.04351454881553608
08_volume_regime,vol_Q3_bull,12h,future_vol,14277,0.029302247189394635,0.00881688681254511,0.017079148009197628,0.024704866402187026,0.036900300245227204,0.06353960179494522
08_volume_regime,vol_Q3_bear,12h,forward_return,12035,0.001644904316034044,-0.02702090295486089,-0.007661432258235568,0.0012056312877573028,0.010133626359285386,0.032450735422973075
08_volume_regime,vol_Q3_bear,12h,mfe,12035,0.01439892626935158,0.0010189702811226554,0.004916390148684391,0.010246599753662267,0.018965454552084315,0.041839871841856155
08_volume_regime,vol_Q3_bear,12h,mae,12035,0.014185755649752043,0.0007250357726938385,0.00418040853107654,0.009954511746200323,0.01905642884794767,0.04242984390550671
08_volume_regime,vol_Q3_bear,12h,future_vol,12035,0.028584681919103624,0.009036317031544581,0.016695040783306907,0.023760851907440615,0.03541620923393703,0.06359806224408353
08_volume_regime,vol_Q4,12h,forward_return,26304,0.001254963171615597,-0.029940474007310435,-0.008421022273565615,0.0010289037440961435,0.010570222453988642,0.03369848640157253
08_volume_regime,vol_Q4,12h,mfe,26304,0.014821313914968909,0.0008954436302343605,0.0048107690627800515,0.010521230931252012,0.019865484878909156,0.0437685480769099
08_volume_regime,vol_Q4,12h,mae,26304,0.014693422069338921,0.0007136530086991055,0.004286309188500148,0.009918572427685457,0.019454045336289277,0.044439533344175546
08_volume_regime,vol_Q4,12h,future_vol,26304,0.02951473598430783,0.009236047719556715,0.01719715197726768,0.024769414975263734,0.037120830847396216,0.06359520249252949
08_volume_regime,vol_Q4_bull,12h,forward_return,14121,0.0009733723040155348,-0.03183058923022908,-0.008848510164299661,0.0005569545977364143,0.010697040191121943,0.034712142816173186
08_volume_regime,vol_Q4_bull,12h,mfe,14121,0.01485723490518818,0.0008351237964312475,0.004571080276750461,0.010428054087514571,0.020081529738230408,0.04414721573329472
08_volume_regime,vol_Q4_bull,12h,mae,14121,0.014612460093995739,0.0007549948914966631,0.004235032093101387,0.00968360090528908,0.019475697244359824,0.04445709098965056
08_volume_regime,vol_Q4_bull,12h,future_vol,14121,0.029469694999183914,0.009219463950248958,0.017315926390860006,0.024973185448665378,0.037441695255917166,0.062497045464061395
08_volume_regime,vol_Q4_bear,12h,forward_return,12183,0.0015813478585876462,-0.027634234176168646,-0.00795424753669216,0.0014944977085082911,0.010461089875610896,0.03264062266058786
08_volume_regime,vol_Q4_bear,12h,mfe,12183,0.014779678824852654,0.0009929997646862976,0.005094279228874288,0.010598620185625185,0.0196408165964731,0.043450532984564916
08_volume_regime,vol_Q4_bear,12h,mae,12183,0.014787262999636966,0.0006800811206569169,0.0043514183853753385,0.010203578716057149,0.019428307620984575,0.04434356578026154
08_volume_regime,vol_Q4_bear,12h,future_vol,12183,0.02956694182448962,0.00928570232939213,0.01704858332212482,0.02452683344646504,0.03663290035984994,0.06499537526122919
