timeframe,period_role,period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
5m,DEVELOPMENT,2024-01,48,18,30,0.375,1.6082543435850003,1.9121295846101063,0.9560651943685498,-1.259940435393656,-1.259940435393656,18.740059564606348,18.740059564606348,18.740059564606348,3.3939843661377402,0.15848039111995796
5m,DEVELOPMENT,2024-02,54,27,27,0.5,5.808595218597343,2.16205562358017,1.0810292639387906,2.5655103310783836,1.3055698956847275,21.305569895684727,21.305569895684744,21.305569895684727,1.4053003663990289,0.06875204353698455
5m,DEVELOPMENT,2024-03,82,29,53,0.35365853658536583,1.6633452443569068,3.250109279638143,1.6250550556552135,-3.2118190909364492,-1.9062491952517218,-4.654054919228656e-13,18.09375080474829,18.06982836470021,5.880979022271163,0.2561737417864664
5m,DEVELOPMENT,2024-04,59,13,46,0.22033898305084745,-2.648861252469565,1.816573547165188,0.9082861113671831,-5.373720911001936,-7.279970106253657,-5.595524044110789e-13,12.720029893746352,12.73694168541572,5.497491241702024,0.3044349258869414
5m,DEVELOPMENT,2024-05,51,19,32,0.37254901960784315,1.0436588099381612,1.2917121078899247,0.6458563148595948,-0.8939096128113583,-8.173879719065015,-6.341593916658894e-13,11.826120280934994,11.753714120600614,1.7756334538778233,0.13175288328751739
5m,DEVELOPMENT,2024-06,22,6,16,0.2727272727272727,-0.3448146068352469,0.4989049577552058,0.24945239267392233,-1.093171957264375,-9.26705167632939,-6.590283874174929e-13,10.732948323670621,10.857773772540066,1.7881380872378791,0.14531688510670224
5m,DEVELOPMENT,2024-07,56,21,35,0.375,0.947873046772066,1.154994264304845,0.5774973691206313,-0.7846185866534102,-10.0516702629828,9.948329737017172,9.948329737017211,9.948329737017172,1.2344866779183903,0.11237094896654684
5m,DEVELOPMENT,2024-08,57,15,42,0.2631578947368421,-0.8633113895231297,0.981520818316637,0.4907601933304148,-2.3355924011701816,-12.387262664152981,-7.966960424710123e-13,7.612737335847028,7.569627763758919,2.503183267783137,0.24906110412425103
5m,VALIDATION,2024-09,43,16,27,0.37209302325581395,1.2816662234115936,1.656286614043434,0.8281436274381906,-1.2027640180700307,-1.2027640180700307,18.797235981929948,18.797235981929976,18.797235981929948,1.9909625760526133,0.09811743608273459
5m,VALIDATION,2024-10,39,14,25,0.358974358974359,0.8119494021457574,1.4063283300894385,0.7031643680319973,-1.2975432959756785,-2.5003073140457093,17.49969268595426,17.499692685954294,17.49969268595426,1.687547485600522,0.08914328210312682
5m,VALIDATION,2024-11,65,28,37,0.4307692307692308,3.9232030889128957,2.3785643237108625,1.1892831426560813,0.3553556225459516,-2.1449516914997577,-3.161915174132446e-13,17.855048308500244,17.735028364745542,2.213071664724641,0.11248096010811537
5m,VALIDATION,2024-12,53,14,39,0.2641509433962264,-1.3570466714174694,1.7026308025429346,0.8513150620097051,-3.910992535970109,-6.055944227469867,13.944055772530119,13.944055772530122,13.944055772530119,4.05802332528317,0.22688915375264881
15m,DEVELOPMENT,2024-01,31,12,19,0.3870967741935484,1.2752238107479024,1.2549275362002974,0.6274640869060286,-0.6071678123584239,-0.6071678123584239,19.392832187641577,19.39283218764158,19.392832187641577,2.3081373831827605,0.10894013975367153
15m,DEVELOPMENT,2024-02,44,20,24,0.45454545454545453,3.4145920762052637,1.683498186825552,0.8417499470607004,0.8893439423190111,0.2821761299605873,20.282176129960565,20.282176129960593,20.282176129960565,1.8449212208154897,0.09358254103842613
15m,DEVELOPMENT,2024-03,46,13,33,0.2826086956521739,-0.9735552798415317,1.6821439786525791,0.8410717459373861,-3.496771004431497,-3.2145948744709094,-2.7711166694643907e-13,16.785405125529103,17.045036118378434,3.7504323382852824,0.18402206828765494
15m,DEVELOPMENT,2024-04,25,5,20,0.2,-1.3754497947808555,0.7803678606074839,0.3901835864412387,-2.546001241829578,-5.760596116300487,14.239403883699516,14.239403883699522,14.239403883699516,2.775227127518413,0.1631082757944428
