investigation,regime,horizon,metric,n,mean,p05,p25,p50,p75,p95
09_trend_volatility,ALL,12h,forward_return,105215,0.001272320268850582,-0.02857228843187713,-0.007918429952375405,0.0009549235943124845,0.010149137407698405,0.033108408069187835
09_trend_volatility,ALL,12h,mfe,105215,0.01436409468157894,0.0008840092644077037,0.004724168536954676,0.010239391630176842,0.019170772272252168,0.04250006403358055
09_trend_volatility,ALL,12h,mae,105215,0.014177041263164871,0.0007190087673783485,0.004181998308295964,0.00955178070313134,0.0187977589412176,0.04256848731048879
09_trend_volatility,ALL,12h,future_vol,105215,0.02854113594474381,0.00889653539165835,0.016728331348948106,0.024008709923462837,0.035479580278688125,0.061706080736120175
09_trend_volatility,bull_range12_Q1,12h,forward_return,14934,0.0012107600719965268,-0.024667162496839794,-0.00534487250621396,0.0006600898458871685,0.008235764537522505,0.028259728340971936
09_trend_volatility,bull_range12_Q1,12h,mfe,14934,0.011698704815228817,0.000624179358704724,0.0035162253333896887,0.008098281648284078,0.015182770163115755,0.036177671533555666
09_trend_volatility,bull_range12_Q1,12h,mae,14934,0.010445226039550675,0.0005142331906983045,0.0027735287746372683,0.006250947609117152,0.01329021320099033,0.03494444013577991
09_trend_volatility,bull_range12_Q1,12h,future_vol,14934,0.02214393085477949,0.006090651339629132,0.01153680523177995,0.018042979574072582,0.028766281684668146,0.051420442721195225
09_trend_volatility,bull_range12_Q2,12h,forward_return,14498,0.0008122684133974781,-0.029579024298648237,-0.008969249830979076,0.00050668407918808,0.010421264329822377,0.03357118150790621
09_trend_volatility,bull_range12_Q2,12h,mfe,14498,0.01433004878145084,0.0007504646853428443,0.004746477601440535,0.010452304690886205,0.019695339362040265,0.042024739532429634
09_trend_volatility,bull_range12_Q2,12h,mae,14498,0.013984090424954593,0.0007556859218067593,0.00435947392883132,0.009508188433934861,0.018451218080625914,0.039823763031554646
09_trend_volatility,bull_range12_Q2,12h,future_vol,14498,0.028314139206405433,0.010213510073387638,0.017463221807388213,0.024474926081553057,0.03500673401476368,0.05823539479252329
09_trend_volatility,bull_range12_Q3,12h,forward_return,14091,0.0011371276723921042,-0.03367653499540435,-0.008967662440290236,0.0007092985832879428,0.01147356149537393,0.0353675031367221
09_trend_volatility,bull_range12_Q3,12h,mfe,14091,0.015447002700787395,0.0008778606896887586,0.005024052676603996,0.011009470687760814,0.021147858136444153,0.045882895846308114
09_trend_volatility,bull_range12_Q3,12h,mae,14091,0.015260677808012641,0.0009976140087435414,0.005090376713844269,0.010463715538515439,0.019352966841513997,0.046171049948413256
09_trend_volatility,bull_range12_Q3,12h,future_vol,14091,0.030707680508800038,0.011673637305688333,0.018450299486496406,0.025723135464231276,0.03775465522353509,0.06422878950611959
09_trend_volatility,bull_range12_Q4,12h,forward_return,12455,0.0017099841547455524,-0.03260530742034281,-0.009811857280389247,0.0007926080710460859,0.013008222599211194,0.038738622698609344
09_trend_volatility,bull_range12_Q4,12h,mfe,12455,0.0176186035657734,0.0010792360580111906,0.005942000068508424,0.012932418994812789,0.024519215272144845,0.05212822249187734
09_trend_volatility,bull_range12_Q4,12h,mae,12455,0.01715656019497274,0.0011544213342111088,0.005783891284079301,0.01210519497424889,0.02371853087612935,0.04718508819020643
09_trend_volatility,bull_range12_Q4,12h,future_vol,12455,0.034775163760746144,0.01373949622972649,0.02084532188853054,0.030285405656913893,0.04311669394251344,0.06993753901775579
09_trend_volatility,bear_range12_Q1,12h,forward_return,11403,0.0008443196536243565,-0.021040472242827644,-0.005156447138153997,0.0005534721118702901,0.006459608443665776,0.023635808465710888
09_trend_volatility,bear_range12_Q1,12h,mfe,11403,0.00990674182587912,0.0006980734601968353,0.0034523656227745114,0.006809757642959102,0.012759301303868487,0.030186964115574765
09_trend_volatility,bear_range12_Q1,12h,mae,11403,0.009621639977631451,0.00043651734050539367,0.0028613121617087067,0.006657596492974038,0.013039896144527163,0.027954237570418965
09_trend_volatility,bear_range12_Q1,12h,future_vol,11403,0.01952838180351057,0.006243795839571812,0.011384261103572504,0.016928175506155423,0.024470294546930997,0.04116080120953651
09_trend_volatility,bear_range12_Q2,12h,forward_return,11797,0.0006515259067373005,-0.025947123479577436,-0.007835193837932408,0.0009049977480579674,0.008425396470567392,0.02858639015865327
09_trend_volatility,bear_range12_Q2,12h,mfe,11797,0.012681327050663294,0.0009771959053673563,0.004688038212925516,0.00937431181739723,0.01627406219435623,0.03654156152647396
09_trend_volatility,bear_range12_Q2,12h,mae,11797,0.012736243806254415,0.0006428919691200185,0.004020695673856101,0.009255308149972219,0.017532360555424842,0.03656702152840491
09_trend_volatility,bear_range12_Q2,12h,future_vol,11797,0.025417570856917707,0.009766856400708698,0.01579102792087207,0.02174830612344819,0.030957718678578904,0.053099523541841
09_trend_volatility,bear_range12_Q3,12h,forward_return,12206,0.0012550474717294346,-0.02903383612424984,-0.009077187066243358,0.0013314675072518822,0.010473878469187847,0.03269057811135029
09_trend_volatility,bear_range12_Q3,12h,mfe,12206,0.01459083877887271,0.0011291043419314195,0.00548335422686308,0.010919859389110886,0.0194484187387558,0.04081494099843591
09_trend_volatility,bear_range12_Q3,12h,mae,12206,0.01486139574347758,0.0008134529451609973,0.004632257292856268,0.010522581943929243,0.019856011808501384,0.04434822506068717
09_trend_volatility,bear_range12_Q3,12h,future_vol,12206,0.029452234522350285,0.011598874619099126,0.01805597163665126,0.025098788453797368,0.03694680380328046,0.060891994025991575
09_trend_volatility,bear_range12_Q4,12h,forward_return,13831,0.0024622487501598064,-0.032372890928485776,-0.008482419472564284,0.002810837431476809,0.014014874102960762,0.038060869714296786
09_trend_volatility,bear_range12_Q4,12h,mfe,13831,0.01815380840992184,0.001426953823773447,0.006676821577921377,0.013634439608281701,0.02441651975783954,0.05071268617044322
09_trend_volatility,bear_range12_Q4,12h,mae,13831,0.019002288651215154,0.0010043924697924478,0.00608444627180732,0.013098839493541958,0.02440970419945898,0.05436357576711959
