timeframe,period_role,period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
15m,DEVELOPMENT,2024-06,14,5,9,0.35714285714285715,0.24880487595806772,0.4451790221163506,0.22258957325936393,-0.4189637194176468,-4.363716149179008,15.63628385082097,15.636283850820993,15.63628385082097,1.1180644772623527,0.06811953535900828
15m,DEVELOPMENT,2024-07,13,8,5,0.6153846153846154,1.8685406395369355,0.4263094380544782,0.21315518616237547,1.2290760153200817,-3.1346401338589263,16.86535986614105,16.865359866141073,16.86535986614105,0.4001452778056276,0.02379068685814497
15m,DEVELOPMENT,2024-08,17,4,13,0.23529411764705882,-0.6896941382283,0.5483935991127513,0.27419662713281306,-1.5122843644738644,-4.64692449833279,15.353075501667174,15.353075501667206,15.353075501667174,1.9029130805721568,0.1106082352751733
15m,VALIDATION,2024-09,15,3,12,0.2,-1.0138843723659892,0.5771938828175873,0.2885966879376682,-1.8796749431212447,-1.8796749431212447,18.12032505687877,18.12032505687875,18.12032505687877,2.381946959117908,0.11617965839392919
15m,VALIDATION,2024-10,14,8,6,0.5714285714285714,1.9746711275467677,0.5294002673138347,0.26470062732467725,1.1805702329082555,-0.6991047102129893,19.30089528978703,19.300895289787,19.30089528978703,0.5233416784730274,0.027189256122633603
15m,VALIDATION,2024-11,23,6,17,0.2608695652173913,-0.712394857463814,0.8601289532299432,0.4300642985162161,-2.0025881092099733,-2.701692819422963,-1.0658141036401503e-13,17.298307180577034,17.172640151518802,3.2789958765393905,0.16117709523193993
15m,VALIDATION,2024-12,18,4,14,0.2222222222222222,-0.8541817237287037,0.5955493467566015,0.2977744598328366,-1.747505530318142,-4.4491983497411045,15.550801650258917,15.550801650258894,15.550801650258917,1.6562913724182504,0.09625631535991755
1h,DEVELOPMENT,2024-01,4,2,2,0.5,0.4285731392537151,0.15839019152150285,0.07919520290402564,0.1909877448281866,0.1909877448281866,20.190987744828178,20.190987744828185,20.190987744828178,0.666099136104112,0.03302371225935626
1h,DEVELOPMENT,2024-02,8,4,4,0.5,0.876800878355765,0.3262242035822673,0.1631123209913342,0.38746435378216354,0.5784520986103501,20.578452098610352,20.57845209861035,20.578452098610352,0.5367396272227474,0.025419595246491674
1h,DEVELOPMENT,2024-03,12,4,8,0.3333333333333333,0.11218664443657311,0.4961305316334669,0.24806529386336357,-0.6320091810602573,-0.0535570824499072,-5.684341886080802e-14,19.946442917550097,20.229260211658502,1.7590489851615985,0.08179163654974354
1h,DEVELOPMENT,2024-04,7,1,6,0.14285714285714285,-0.7221512218015762,0.267891403952219,0.1339455214382967,-1.1239881471920918,-1.177545229641999,18.822454770357993,18.822454770358004,18.822454770357993,1.798367486397158,0.08905818335325909
1h,DEVELOPMENT,2024-05,11,4,7,0.36363636363636365,0.28472078335744166,0.4215874255376045,0.21079378394897336,-0.34766042612913617,-1.5252056557711353,18.474794344228854,18.474794344228876,18.474794344228854,1.2270293409274267,0.06227998791055537
1h,DEVELOPMENT,2024-06,3,1,2,0.3333333333333333,0.023775251013364584,0.11152610721889927,0.05576305955325758,-0.14351391575879227,-1.6687195715299277,18.331280428470055,18.331280428470084,18.331280428470055,0.4659555534598958,0.024788514327735496
1h,DEVELOPMENT,2024-07,9,3,6,0.3333333333333333,0.06373222952703808,0.3250797050340093,0.1625398684500461,-0.4238873439570174,-2.092606915486945,17.907393084513043,17.90739308451306,17.907393084513043,1.0818078999552263,0.05827480112365584
1h,DEVELOPMENT,2024-08,4,2,2,0.5,0.38373138350400393,0.1418177710153437,0.07090898144050965,0.17100463104815058,-1.9216022844387943,18.078397715561188,18.07839771556121,18.078397715561188,0.5757060927436122,0.031938406518730506
1h,VALIDATION,2024-09,10,3,7,0.3,-0.10877600096764281,0.3982473557814404,0.1991236506966975,-0.7061470074457806,-0.7061470074457806,19.2938529925542,19.293852992554218,19.2938529925542,1.2495292111210325,0.060823928539746025
1h,VALIDATION,2024-10,5,2,3,0.4,0.23202204925034992,0.19380599424875802,0.09690305512988454,-0.05868700012829264,-0.7648340075740733,19.2351659924259,19.235165992425923,19.2351659924259,0.5942359352152025,0.030128462895081372
1h,VALIDATION,2024-11,14,6,8,0.42857142857142855,0.9013880273981993,0.5571056697934322,0.27855306024369914,0.06572929736106795,-0.6991047102130054,19.300895289786975,19.30089528978699,19.300895289786975,1.0828971219483527,0.053125399831137836
1h,VALIDATION,2024-12,7,2,5,0.2857142857142857,-0.14108102137407522,0.2630751065317364,0.1315375179955993,-0.5356936459014108,-1.2347983561144162,18.765201643885568,18.76520164388558,18.765201643885568,1.1303923226066601,0.058310133998488035
