timeframe,period_role,period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
5m,DEVELOPMENT,2024-01,35,11,24,0.3142857142857143,-0.07948176284462105,1.346439349380743,0.6732196548198579,-2.099140767045222,-2.099140767045222,17.900859232954772,17.900859232954772,17.900859232954772,3.5502888816928895,0.1685904213680486
5m,DEVELOPMENT,2024-02,26,13,13,0.5,2.5954308555893624,0.9698034399354237,0.4849023688253674,1.1407250468285712,-0.9584157202166506,19.041584279783347,19.041584279783343,19.041584279783347,1.090435375710097,0.05691844075939302
5m,DEVELOPMENT,2024-03,45,15,30,0.3333333333333333,0.36497216306397473,1.6446959003275852,0.8223480414067432,-2.1020717786703536,-3.060487498887004,-2.5224267119483557e-13,16.93951250111299,16.97888986429311,3.9770726849660853,0.1954126985121732
5m,DEVELOPMENT,2024-04,31,8,23,0.25806451612903225,-0.8857423812441834,0.9848695876257416,0.49243457237721533,-2.36304654124714,-5.423534040134144,14.57646595986585,14.576465959865843,14.57646595986585,3.097919290387635,0.1788471099732479
5m,DEVELOPMENT,2024-05,28,11,17,0.39285714285714285,0.906842830812103,0.825804845114596,0.4129026492679625,-0.33186466357045535,-5.755398703704599,-3.588240815588506e-13,14.244601296295384,14.198541140257403,1.2348232238142796,0.08079327421585461
5m,DEVELOPMENT,2024-06,20,6,14,0.3,-0.1603544207656727,0.5518442860315615,0.2759221029271525,-0.9881208097243869,-6.743519513428986,13.256480486571009,13.256480486571,13.256480486571009,2.13981424034945,0.1426386817648625
5m,DEVELOPMENT,2024-07,43,15,28,0.3488372093023256,0.45986462013613816,1.0823561358023628,0.5411781828672776,-1.1636696985335022,-7.907189211962487,12.092810788037507,12.092810788037498,12.092810788037507,1.6774446476028277,0.12454756758312659
5m,DEVELOPMENT,2024-08,37,9,28,0.24324324324324326,-0.971920786006627,0.7849159221907577,0.3924577181151421,-2.149294426312527,-10.056483638275015,-4.991562718714704e-13,9.943516361724972,9.915838210780064,2.301062554764801,0.18924116813144748
5m,VALIDATION,2024-09,28,11,17,0.39285714285714285,1.2407519879964157,1.1307298552658795,0.5653652378208751,-0.45534310509033893,-0.45534310509033893,19.54465689490966,19.544656894909664,19.54465689490966,1.5809708463156227,0.07483663281780079
5m,VALIDATION,2024-10,35,13,22,0.37142857142857144,0.997069675488908,1.3147697507267009,0.657385124630705,-0.9750851998684978,-1.4304283049588369,18.569571695041166,18.569571695041162,18.569571695041166,1.8061734741869522,0.0924126467862101
5m,VALIDATION,2024-11,40,16,24,0.4,1.7957314873490196,1.4952139223573018,0.7476074101114506,-0.4470898451197324,-1.8775181500785694,-2.2737367544323206e-13,18.122481849921424,17.997512844653023,2.8053047504540025,0.137349904813805
5m,VALIDATION,2024-12,37,8,29,0.21621621621621623,-1.8275413733166974,1.221137541983321,0.6105683141062487,-3.659247229406267,-5.536765379484836,14.463234620515168,14.463234620515156,14.463234620515168,3.8188226646180095,0.20986060172254759
15m,DEVELOPMENT,2024-01,24,7,17,0.2916666666666667,-0.372025908532842,0.9268365937064281,0.463418203846692,-1.7622807060859618,-1.7622807060859618,18.23771929391404,18.237719293914047,18.23771929391404,2.189603118983907,0.10718992311989833
15m,DEVELOPMENT,2024-02,17,6,11,0.35294117647058826,0.29110141025108893,0.6033281808838895,0.30166416321725986,-0.6138909338500602,-2.3761716399360218,17.623828360063982,17.62382836006399,17.623828360063982,1.7604638256550587,0.09441591533034474
15m,DEVELOPMENT,2024-03,25,8,17,0.32,0.048142159949611685,0.8803747134818641,0.44018736877641823,-1.2724199223086705,-3.6485915622446923,-1.3500311979441904e-13,16.35140843775531,16.62000534129954,2.4359887840514034,0.13060749567236055
15m,DEVELOPMENT,2024-04,12,4,8,0.3333333333333333,0.07889070194230507,0.3873854173194148,0.19369272838235935,-0.5021874437594691,-4.150779006004162,15.849220993995825,15.84922099399584,15.849220993995825,1.013009767181316,0.06106014965133038
15m,DEVELOPMENT,2024-05,18,8,10,0.4444444444444444,1.0892084204755037,0.5887877146204137,0.29439412961228917,0.20602657624280074,-3.944752429761361,16.055247570238617,16.05524757023864,16.055247570238617,0.8112440538905723,0.048097972712357516
