investigation,regime,sample,horizon,n,mean_forward_return,median_forward_return,mfe_median,mae_median,future_vol_median,p_plus_0_5R,p_plus_1R,p_plus_2R,p_plus_1R_before_minus_1R,p_minus_1R_before_plus_1R,p_neither,time_to_0_5R_median_min,time_to_1R_median_min,time_to_2R_median_min,delta_median_fwd_vs_baseline,delta_p_race_vs_baseline
01_time_of_day,ALL,full,15m,105356,2.6604732987983238e-05,2.1557563012919445e-05,0.0011603567363716039,0.0011700056227077482,0.0028359686191275196,0.06434374881354646,0.010013667944872622,0.0008352632977713657,0.009833327005581078,0.01272827366262956,0.9774383993317893,10.0,10.0,15.0,0.0,0.0
01_time_of_day,ALL,full,30m,105353,5.308943175311667e-05,3.548954545684602e-05,0.00171414595475472,0.00170444169709294,0.004114255953880956,0.13407306863591925,0.028333317513502227,0.0030943589646236936,0.027820754985619773,0.03326910481903695,0.9389101401953432,20.0,20.0,25.0,0.0,0.0
01_time_of_day,ALL,full,1h,105347,0.00010614989178753659,8.094419309090384e-05,0.0024871751319268665,0.0024545105677501455,0.005964558244337473,0.2402726228558953,0.06781398616002354,0.011220063219645552,0.06621925636230742,0.07424985998652074,0.8595308836511718,30.0,35.0,45.0,0.0,0.0
01_time_of_day,ALL,full,2h,105335,0.00021194924661925829,0.00021614316602058814,0.003640567382546145,0.0035448860238828095,0.008650291437303961,0.37930412493473203,0.139649689087198,0.03102482555655765,0.13398205724592965,0.14237432952010254,0.7236436132339679,45.0,65.0,75.0,0.0,0.0
01_time_of_day,ALL,full,4h,105311,0.0004229280200326158,0.0003510923329543836,0.005373682096315058,0.005147606171464925,0.012780234886292348,0.5265546808975321,0.25729505939550473,0.07657319748174454,0.2403167760252965,0.24153222360437182,0.5181510003703317,70.0,115.0,145.0,0.0,0.0
01_time_of_day,ALL,full,12h,105215,0.001272320268850582,0.0009549235943124845,0.010239391630176842,0.00955178070313134,0.024008709923462837,0.7355795276338926,0.5093380221451314,0.2368673668203203,0.42416005322435013,0.402528156631659,0.17331179014399087,115.0,240.0,355.0,0.0,0.0
01_time_of_day,ALL,thinned144,15m,731,0.00010122006236362018,4.7368333795150264e-05,0.0012328879770018286,0.001187429742141588,0.0028517105425532076,0.06976744186046512,0.006839945280437756,0.0013679890560875513,0.006839945280437756,0.006839945280437756,0.9863201094391245,15.0,15.0,15.0,2.581077078223082e-05,-0.002993381725143322
01_time_of_day,ALL,thinned144,30m,731,0.0001270071933606956,-2.918059710255161e-05,0.0018956764101440982,0.0018855059109763594,0.0043555499133529334,0.1491108071135431,0.036935704514363885,0.005471956224350205,0.036935704514363885,0.030095759233926128,0.93296853625171,20.0,25.0,30.0,-6.467014255939763e-05,0.009114949528744112
01_time_of_day,ALL,thinned144,1h,731,-5.9535390112530724e-05,-0.00013415734867272544,0.0027272572995560296,0.002709521598471598,0.006145307303855177,0.2448700410396717,0.057455540355677154,0.012311901504787962,0.0560875512995896,0.06566347469220246,0.8782489740082079,30.0,30.0,35.0,-0.00021510154176362928,-0.010131705062717822
01_time_of_day,ALL,thinned144,2h,731,-0.00018282090958432823,-5.905802450911768e-05,0.00412911155331841,0.0044873894529969816,0.010072489635238786,0.4213406292749658,0.14227086183310533,0.027359781121751026,0.13953488372093023,0.16552667578659372,0.6949384404924761,50.0,75.0,85.0,-0.0002752011905297058,0.005552826475000577
01_time_of_day,ALL,thinned144,4h,731,0.0001794958311433978,-6.579899291536684e-05,0.006605372946103749,0.006284676983924431,0.015441334768568337,0.6032831737346102,0.2954856361149111,0.08891928864569083,0.2694938440492476,0.29411764705882354,0.4363885088919289,80.0,125.0,155.0,-0.0004168913258697504,0.02917706802395109
01_time_of_day,ALL,thinned144,12h,730,0.0012765360035479033,0.0012259799955774975,0.010079799823177304,0.009435466159830153,0.02361665269991515,0.7452054794520548,0.5,0.23424657534246576,0.4041095890410959,0.4123287671232877,0.18356164383561643,100.0,195.0,335.0,0.00027105640126501296,-0.020050464183254235
01_time_of_day,00-04,full,15m,17520,1.2245538821351963e-05,-7.092198578417808e-08,0.0011104567854773872,0.001127807841957651,0.002715226494859375,0.05416666666666667,0.008276255707762557,0.0008561643835616438,0.008162100456621005,0.010787671232876713,0.9810502283105023,10.0,15.0,15.0,-2.1628484998703623e-05,-0.0016712265489600732
01_time_of_day,00-04,full,30m,17520,1.5196656731111375e-05,-2.9168245688104832e-05,0.0016154228136573412,0.0016337420769342303,0.0038873473234330947,0.1144406392694064,0.023687214611872145,0.0029680365296803654,0.023458904109589042,0.02773972602739726,0.9488013698630137,20.0,20.0,25.0,-6.465779114495085e-05,-0.004361850876030731
01_time_of_day,00-04,full,1h,17520,1.656486629612095e-05,2.7205545350184046e-05,0.0022820595831690715,0.002323397395007587,0.005508681299955888,0.20850456621004565,0.054337899543379,0.007762557077625571,0.053595890410958906,0.06078767123287671,0.8856164383561644,30.0,35.0,40.0,-5.373864774071979e-05,-0.012623365951348518
01_time_of_day,00-04,full,2h,17520,0.00011640510885089029,0.0001032746970970333,0.0031824889230317455,0.00316311891183485,0.007640405728300402,0.32345890410958905,0.10730593607305935,0.020776255707762557,0.10507990867579908,0.11501141552511415,0.7799086757990867,45.0,60.0,75.0,-0.00011286846892355484,-0.02890214857013057
01_time_of_day,00-04,full,4h,17520,0.0004531004126214063,0.0003892636853831677,0.004506820124087985,0.004270245211936752,0.010645433078170428,0.45821917808219176,0.18687214611872147,0.043949771689497714,0.18047945205479451,0.18755707762557078,0.6319634703196347,70.0,105.0,130.0,3.817135242878411e-05,-0.05983732397050198
01_time_of_day,00-04,full,12h,17520,0.0015190744081216962,0.0010371802358658533,0.009216373184310234,0.00831140514537726,0.021103337986174704,0.7025684931506849,0.4703196347031963,0.19971461187214612,0.392351598173516,0.38938356164383564,0.2182648401826484,140.0,315.0,495.0,8.225664155336876e-05,-0.03180845505083413
01_time_of_day,00-04,thinned144,15m,365,0.0002099386440186137,8.905257807212408e-05,0.0013900609453261215,0.0012308915144121357,0.0029047473475887196,0.0821917808219178,0.00821917808219178,0.0027397260273972603,0.00821917808219178,0.00821917808219178,0.9835616438356164,15.0,15.0,15.0,6.749501505920463e-05,-0.0016141489233892983
01_time_of_day,00-04,thinned144,30m,365,0.00017868092649607714,-0.00013969285292392275,0.001955789959300791,0.0018855059109763594,0.004453678309296795,0.1506849315068493,0.038356164383561646,0.005479452054794521,0.038356164383561646,0.030136986301369864,0.9315068493150684,15.0,25.0,22.5,-0.00017518239838076877,0.010535409397941873
