timeframe,period_role,period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
5m,DEVELOPMENT,2024-01,30,8,22,0.26666666666666666,-0.8754677614967272,1.1314396280542567,0.5657195951601321,-2.572626984711116,-2.572626984711116,17.427373015288875,17.427373015288897,17.427373015288875,3.1152090497795832,0.1516464210736598
5m,DEVELOPMENT,2024-02,35,18,17,0.5142857142857142,3.7469167882299947,1.300579416685862,0.6502906450720741,1.7960467264720583,-0.7765802582390575,19.22341974176095,19.223419741760953,19.22341974176095,1.473275853347797,0.07573507816308106
5m,DEVELOPMENT,2024-03,36,16,20,0.4444444444444444,2.6348005318975773,1.4211832507943654,0.710592284097238,0.5030249970059739,-0.2735552612330836,-1.9895196601282805e-13,19.726444738766933,19.70036365161612,2.0616152714439764,0.0988402543253947
5m,DEVELOPMENT,2024-04,39,8,31,0.20512820512820512,-2.3266877534227066,1.3644547102326923,0.6822267734443295,-4.373369237099729,-4.646924498332812,-2.824407374646398e-13,15.353075501667211,15.373488033440912,4.620364720007425,0.23468534577078806
5m,DEVELOPMENT,2024-05,39,13,26,0.3333333333333333,0.22142576724667087,1.1344097285111285,0.5672049196119446,-1.480188880876402,-6.127113379209214,-3.3928415632544784e-13,13.872886620790812,13.787949005655546,1.6711082948464284,0.10853009782399296
5m,DEVELOPMENT,2024-06,22,7,15,0.3181818181818182,-0.014331328520406972,0.5910045924930376,0.2955022926636509,-0.9008382136770954,-7.027951592886309,-3.659295089164516e-13,12.972048407113713,13.1229148527858,1.6894980973589586,0.11732222210764856
5m,DEVELOPMENT,2024-07,45,14,31,0.3111111111111111,-0.13212358740552255,1.0928811024365228,0.5464405181873123,-1.7714452080293577,-8.799396800915666,11.200603199084341,11.20060319908436,11.200603199084341,1.9978471075468107,0.15136982457274203
5m,DEVELOPMENT,2024-08,29,8,21,0.27586206896551724,-0.39958826880824305,0.6119319807072767,0.30596589045653805,-1.3174861399720577,-10.116882940887724,-4.671818487622659e-13,9.883117059112305,9.855940848686991,1.5060572077463004,0.13367009246254383
5m,VALIDATION,2024-09,33,11,22,0.3333333333333333,0.23943173315676627,1.2557050617993695,0.6278525907575495,-1.6441259194001527,-1.6441259194001527,18.35587408059982,18.35587408059985,18.35587408059982,1.7690727959575767,0.08828346997451524
5m,VALIDATION,2024-10,34,14,20,0.4117647058823529,1.67009389796262,1.2202981591217252,0.6101494970842688,-0.16035375824337406,-1.8044796776435268,18.195520322356455,18.195520322356487,18.195520322356455,1.3600924346564298,0.07314493686901775
