timeframe,period_role,metric,value
5m,DEVELOPMENT,starting_capital,20.0
5m,DEVELOPMENT,ending_cash,18.815587041211092
5m,DEVELOPMENT,ending_realized_equity,18.81558704121107
5m,DEVELOPMENT,ending_mtm_equity,18.815587041211053
5m,DEVELOPMENT,total_net_pnl,-1.1844129587889303
5m,DEVELOPMENT,total_gross_pnl,-0.46551930140381037
5m,DEVELOPMENT,total_fees,0.4792625158433155
5m,DEVELOPMENT,total_slippage,0.23963114154180443
5m,DEVELOPMENT,signals,12
5m,DEVELOPMENT,filled_trades,12
5m,DEVELOPMENT,closed_trades,12
5m,DEVELOPMENT,open_end_of_data,0
5m,DEVELOPMENT,ignored_signals,0
5m,DEVELOPMENT,ignored_position_open,0
5m,DEVELOPMENT,ignored_no_next_candle,0
5m,DEVELOPMENT,ignored_insufficient_cash,0
5m,DEVELOPMENT,tp_count,3
5m,DEVELOPMENT,sl_count,9
5m,DEVELOPMENT,win_count,3
5m,DEVELOPMENT,loss_count,9
5m,DEVELOPMENT,scratch_count,0
5m,DEVELOPMENT,win_rate,0.25
5m,DEVELOPMENT,loss_rate,0.75
5m,DEVELOPMENT,average_winning_trade,0.3522029735008283
5m,DEVELOPMENT,average_losing_trade,-0.24900243103237946
5m,DEVELOPMENT,median_winning_trade,0.35239445884705306
5m,DEVELOPMENT,median_losing_trade,-0.2498664829771413
5m,DEVELOPMENT,profit_factor,0.4714853211681147
5m,DEVELOPMENT,average_net_pnl_per_closed_trade,-0.0987010798990775
5m,DEVELOPMENT,average_R_per_closed_trade,-0.49957512499999734
5m,DEVELOPMENT,expectancy_per_trade,-0.0987010798990775
5m,DEVELOPMENT,expectancy_R,-0.49957512499999734
5m,DEVELOPMENT,median_R,-1.2484504999999957
5m,DEVELOPMENT,total_R,-5.994901499999967
5m,DEVELOPMENT,average_holding_time,0 days 02:20:25
5m,DEVELOPMENT,median_holding_time,0 days 00:50:00
5m,DEVELOPMENT,max_holding_time,0 days 07:05:00
5m,DEVELOPMENT,average_holding_candles,28.083333333333332
5m,DEVELOPMENT,median_holding_candles,10.0
5m,DEVELOPMENT,max_holding_candles,85.0
5m,DEVELOPMENT,max_consecutive_wins,2
5m,DEVELOPMENT,max_consecutive_losses,7
5m,DEVELOPMENT,max_drawdown,2.0109315301498043
5m,DEVELOPMENT,max_drawdown_pct,0.09655629784015336
5m,DEVELOPMENT,max_drawdown_peak_timestamp,2024-02-29 18:05:00+00:00
5m,DEVELOPMENT,max_drawdown_trough_timestamp,2024-08-14 16:45:00+00:00
5m,DEVELOPMENT,largest_win_net_pnl,0.3551533227942941
5m,DEVELOPMENT,sum_of_winning_net_pnl,1.056608920502485
5m,DEVELOPMENT,months_with_closed_trades,7
5m,DEVELOPMENT,max_month_share_of_net,
5m,DEVELOPMENT,open_entry_fees,0.0
5m,DEVELOPMENT,unresolved_reserved,0.0
15m,DEVELOPMENT,starting_capital,20.0
15m,DEVELOPMENT,ending_cash,19.724097054872292
15m,DEVELOPMENT,ending_realized_equity,19.724097054872264
15m,DEVELOPMENT,ending_mtm_equity,19.724097054872253
15m,DEVELOPMENT,total_net_pnl,-0.2759029451277346
15m,DEVELOPMENT,total_gross_pnl,0.4743311307604815
15m,DEVELOPMENT,total_fees,0.5001559715369743
15m,DEVELOPMENT,total_slippage,0.25007810435124167
15m,DEVELOPMENT,signals,13
15m,DEVELOPMENT,filled_trades,13
15m,DEVELOPMENT,closed_trades,13
15m,DEVELOPMENT,open_end_of_data,0
15m,DEVELOPMENT,ignored_signals,0
15m,DEVELOPMENT,ignored_position_open,0
