timeframe,period_role,period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
5m,DEVELOPMENT,2024-01,49,18,31,0.3673469387755102,1.4252993476312763,1.9459773782627516,0.9729890454561191,-1.4936670760875947,-1.4936670760875947,18.5063329239124,18.50633292391241,18.5063329239124,3.47942159420883,0.16246983946745275
5m,DEVELOPMENT,2024-02,52,25,27,0.4807692307692308,4.9005771343287465,2.055128694426756,1.0275655723575632,1.8178828675444274,0.32421579145683266,20.32421579145684,20.324215791456837,20.32421579145684,1.1867998557061235,0.05806226006919429
5m,DEVELOPMENT,2024-03,81,26,55,0.32098765432098764,0.0031337788154419677,2.897542834057015,1.4487714178117999,-4.343180473053373,-4.01896468159654,-3.9968028886505635e-13,15.98103531840346,15.959906180314027,5.834220375204428,0.2780742660732274
5m,DEVELOPMENT,2024-04,57,13,44,0.22807017543859648,-2.103916287302451,1.5711804589586673,0.7855897035001831,-4.460686449761302,-8.47965113135784,-4.867217739956686e-13,11.52034886864216,11.480657755693256,4.5735856979089675,0.28675463288502084
5m,DEVELOPMENT,2024-05,52,19,33,0.36538461538461536,0.8415908769903485,1.1898510647477718,0.594925742771542,-0.9431859305289652,-9.422837061886806,-5.417888360170764e-13,10.577162938113187,10.5124035971471,1.740341384092634,0.1425816899506873
5m,DEVELOPMENT,2024-06,25,7,18,0.28,-0.2942494358818464,0.5053613199405819,0.2526805864079047,-1.052291342230333,-10.47512840411714,-5.702105454474804e-13,9.524871595882852,9.63564697060059,1.6723614095252586,0.1519561428037485
5m,DEVELOPMENT,2024-07,56,19,37,0.3392857142857143,0.30706325745732244,1.0100381364473163,0.5050191449894234,-1.2079940239794174,-11.683122428096556,8.316877571903484,8.316877571903436,8.316877571903484,1.4324003380311492,0.14692373643093257
5m,DEVELOPMENT,2024-08,57,15,42,0.2631578947368421,-0.7268861584046855,0.8171244154196612,0.4085620259882427,-1.9525725998125896,-13.635695027909145,-6.750155989720952e-13,6.3643049720908484,6.337466100304263,2.039657651062818,0.24402411967011517
5m,VALIDATION,2024-09,45,16,29,0.35555555555555557,0.8766096225367052,1.6968859832762055,0.8484432107904134,-1.6687195715299135,-1.6687195715299135,18.331280428470077,18.331280428470084,18.331280428470077,2.527826646997866,0.12457485261063596
5m,VALIDATION,2024-10,39,14,25,0.358974358974359,0.7918223827572685,1.3714675401295182,0.6857339680202824,-1.265379125392532,-2.9340986969224456,17.065901303077556,17.065901303077545,17.065901303077556,1.6457156905749883,0.08914328210312705
5m,VALIDATION,2024-11,61,27,34,0.4426229508196721,3.9860333712121956,2.1876879947660903,1.0938449938912682,0.7045003825548372,-2.2295983143676086,-2.6645352591003757e-13,17.77040168563238,17.65095072846014,1.5928489071477756,0.08395756200931123
5m,VALIDATION,2024-12,53,14,39,0.2641509433962264,-1.3649538737896487,1.6849985995149193,0.8424989585188986,-3.8924514318234666,-6.122049746191076,13.87795025380894,13.877950253808917,13.87795025380894,4.039801469270968,0.22693329008641386
15m,DEVELOPMENT,2024-01,31,12,19,0.3870967741935484,1.2752238107479064,1.2549275362002967,0.6274640869060316,-0.6071678123584221,-0.6071678123584221,19.392832187641574,19.392832187641574,19.392832187641574,2.30813738318275,0.10894013975367109
15m,DEVELOPMENT,2024-02,45,19,26,0.4222222222222222,2.5997073358217277,1.7016115372477112,0.850806418550592,0.04728938002342464,-0.5598784323349975,19.440121567665006,19.440121567665,19.440121567665006,2.3704933635525833,0.12024187806670704
15m,DEVELOPMENT,2024-03,48,13,35,0.2708333333333333,-1.2545478539818102,1.6639058474419626,0.8319526100839343,-3.750406311507707,-4.310284743842704,-2.6645352591003757e-13,15.689715256157298,15.932398487155657,3.989841875217376,0.20424894893902254
15m,DEVELOPMENT,2024-04,24,5,19,0.20833333333333334,-1.1577489552278146,0.7026405279929341,0.35131997455917735,-2.2117094577799263,-6.521994201622631,13.478005798377387,13.47800579837737,13.478005798377387,2.4259723158344144,0.1525387106554532
15m,DEVELOPMENT,2024-05,33,13,20,0.3939393939393939,1.0101893180222352,0.9047388057682034,0.45236965543139207,-0.34691914317735995,-6.86891334479999,13.131086655200026,13.131086655200008,13.131086655200026,1.0154988207129954,0.07178402325013733
15m,DEVELOPMENT,2024-06,20,4,16,0.2,-0.8692804611782495,0.49990856266406836,0.24995406401188885,-1.6191430878542068,-8.488056432654197,-3.730349362740526e-13,11.511943567345805,11.46354959536059,2.2664797112810717,0.1679562524142508
15m,DEVELOPMENT,2024-07,32,13,19,0.40625,0.9218808882176358,0.717697130848011,0.35884879589418206,-0.15466503852455732,-8.642721471178755,11.35727852882126,11.357278528821249,11.35727852882126,1.3368329391138989,0.11492131334407502
15m,DEVELOPMENT,2024-08,33,8,25,0.24242424242424243,-0.8159651875648558,0.6737479237110426,0.33687375786418217,-1.8265868691400806,-10.469308340318836,9.530691659681183,9.530691659681171,9.530691659681183,1.8304215721435195,0.1611128711415489
15m,VALIDATION,2024-09,29,8,21,0.27586206896551724,-0.6864020538878493,1.1107501592629379,0.555374908030889,-2.352527121181676,-2.352527121181676,17.64747287881831,17.647472878818323,17.64747287881831,2.701588260042829,0.1327623049342328
15m,VALIDATION,2024-10,27,12,15,0.4444444444444444,1.784063310054692,0.9592289984337572,0.4796149452326532,0.3452193663882817,-2.0073077547933944,17.992692245206587,17.992692245206605,17.992692245206587,1.2652538383186602,0.06881162843160073
15m,VALIDATION,2024-11,47,17,30,0.3617021276595745,1.0990230246670558,1.6811373893664863,0.8405689694389041,-1.4226833341383345,-3.429991088931729,-2.0961010704922955e-13,16.57000891106826,16.44990757226543,2.9405044040607855,0.1519800708097665
15m,VALIDATION,2024-12,37,13,24,0.35135135135135137,0.5799954073855519,1.1979524478585466,0.5989763689280668,-1.2169334094010615,-4.64692449833279,15.353075501667188,15.353075501667204,15.353075501667188,2.0144808829526077,0.118419775809394
1h,DEVELOPMENT,2024-01,15,5,10,0.3333333333333333,0.1197235907427448,0.5897050455906367,0.2948525527261819,-0.7648340075740739,-0.7648340075740739,19.235165992425934,19.235165992425923,19.235165992425934,1.4965338378298085,0.07314642207107944
1h,DEVELOPMENT,2024-02,26,10,16,0.38461538461538464,0.9547108992326642,0.9878359907329375,0.4939182340441405,-0.527043325544414,-1.2918773331184878,18.708122666881508,18.708122666881515,18.708122666881508,1.810878059654975,0.09121946760849763
1h,DEVELOPMENT,2024-03,17,7,10,0.4117647058823529,0.873575433955098,0.6369799553844517,0.31849019608605356,-0.08189471751540733,-1.373772050633895,-1.3855583347321954e-13,18.6262279493661,18.804092466248644,0.9852864185323575,0.05115498952158892
1h,DEVELOPMENT,2024-04,9,3,6,0.3333333333333333,0.06802973551350122,0.33249156367715393,0.16624579884598498,-0.43070762700963783,-1.804479677643533,18.19552032235645,18.19552032235646,18.19552032235645,0.6752765119525534,0.035975319243263956
1h,DEVELOPMENT,2024-05,17,5,12,0.29411764705882354,-0.205042515610402,0.6163843699527906,0.30819213371572973,-1.1296190192789222,-2.9340986969224554,17.06590130307753,17.065901303077535,17.06590130307753,1.77029644669636,0.09398374715606342
1h,DEVELOPMENT,2024-06,6,2,4,0.3333333333333333,0.04529307905103486,0.20626817562988695,0.10313409913820376,-0.2641091957170559,-3.198207892639511,-2.0250467969162855e-13,16.801792107360477,16.970380974813622,0.7010128677520626,0.04018080140999533
1h,DEVELOPMENT,2024-07,18,5,13,0.2777777777777778,-0.3419419785411341,0.5984628940975993,0.2992313615632728,-1.2396362342020062,-4.437844126841517,15.562155873158462,15.562155873158467,15.562155873158462,1.6704653281174071,0.09693622975904148
1h,DEVELOPMENT,2024-08,10,3,7,0.3,-0.08603479293421742,0.30894914569085813,0.15447455133670984,-0.5494584899617855,-4.987302616803302,15.012697383196675,15.01269738319668,15.012697383196675,0.8964874200504767,0.05635030525684123
1h,VALIDATION,2024-09,13,5,8,0.38461538461538464,0.5023064573980344,0.5188061846327902,0.2594032178929757,-0.2759029451277315,-0.2759029451277315,19.72409705487227,19.724097054872267,19.72409705487227,0.8772415881201248,0.042836093840482765
1h,VALIDATION,2024-10,15,6,9,0.4,0.6989655181451446,0.585603668910938,0.2928020091968125,-0.1794401599626058,-0.45534310509033726,19.544656894909664,19.544656894909657,19.544656894909664,1.3207618502786787,0.06576630739010772
1h,VALIDATION,2024-11,24,7,17,0.2916666666666667,-0.32892892505961535,0.928819829880759,0.4644098327081062,-1.7221585876484806,-2.1775016927388178,17.822498307261192,17.822498307261174,17.822498307261192,2.7986075556592063,0.13571568732846137
1h,VALIDATION,2024-12,15,5,10,0.3333333333333333,0.11607955354922761,0.5317614431970722,0.2658807506183915,-0.681562640266236,-2.859064333005054,17.140935666994963,17.140935666994938,17.140935666994963,1.1181262189151617,0.06123678346136613
