strategy_id,family,timeframe,group,robustness_score,definition,gate_failures,flags,val_dev_avg_R_ratio,val_dev_pf_ratio,val_dev_win_rate_ratio,val_dev_trade_count_ratio,val_dev_dd_pct_ratio,beat_BASELINE_A_val_avg_R,beat_BASELINE_A_val_net,beat_RANDOM_val_avg_R,beat_RANDOM_val_net,monthly_consistency_dev,monthly_consistency_val,dev_range12_median,dev_range12_q1,dev_range12_q3,dev_range24_median,dev_closed_trades,dev_wins,dev_losses,dev_win_rate,dev_gross_pnl,dev_fees,dev_slippage,dev_net_pnl,dev_avg_net_pnl,dev_avg_R,dev_profit_factor,dev_max_drawdown,dev_max_drawdown_pct,dev_final_equity,dev_median_holding_time,dev_average_holding_time,dev_longest_winning_streak,dev_longest_losing_streak,dev_signals,dev_filled_trades,dev_tp_count,dev_sl_count,dev_months_with_trades,dev_largest_win_net_pnl,dev_sum_of_winning_net_pnl,dev_max_month_share_of_net,val_closed_trades,val_wins,val_losses,val_win_rate,val_gross_pnl,val_fees,val_slippage,val_net_pnl,val_avg_net_pnl,val_avg_R,val_profit_factor,val_max_drawdown,val_max_drawdown_pct,val_final_equity,val_median_holding_time,val_average_holding_time,val_longest_winning_streak,val_longest_losing_streak,val_signals,val_filled_trades,val_tp_count,val_sl_count,val_months_with_trades,val_largest_win_net_pnl,val_sum_of_winning_net_pnl,val_max_month_share_of_net
D03,MOMENTUM,1h,GROUP 3,,Three consecutive bullish candles; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.5693996449407555,1.349725082799393,1.1858178053830228,0.5316455696202531,0.4388167553360598,True,False,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,158,46,112,0.2911392405063291,-2.432277574066938,4.465228760691286,2.2326137722760264,-9.130120107034251,-0.057785570297685135,-0.376342468354426,0.5452780268625194,9.568517869017917,0.47586465810852907,10.86987989296575,0 days 04:00:00,0 days 08:07:12.911392405,2,9,337,158,46,112,8,0.31177848004555503,10.948346838467527,,84,29,55,0.34523809523809523,1.335558620949,3.1810635050679457,1.5905320864234525,-3.4360369705423977,-0.040905202030266645,-0.21428926785713764,0.7359754299557035,4.371738439030253,0.20881738525028815,16.563963029457604,0 days 06:00:00,0 days 11:12:08.571428571,3,7,212,84,29,55,4,0.3540730365959664,9.578043385562035,
D04,MOMENTUM,5m,GROUP 3,,12-bar return > 0; close > previous candle high; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.7974985688381865,1.0308752465096345,1.0506912442396314,0.43313373253493015,0.4957839994117835,True,False,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,501,167,334,0.3333333333333333,4.932716415450899,12.99653286856155,6.498267667459199,-14.562084120569851,-0.029066036168802094,-0.24994999999999415,0.7272531294745372,15.980488703192442,0.7468225481070694,5.437915879430152,0 days 04:10:00,0 days 08:17:43.473053892,5,13,7963,502,167,334,8,0.3613518339605376,38.82838775731144,,217,76,141,0.35023041474654376,3.4660426226721244,7.181548421080086,3.590775077050278,-7.3062808754582385,-0.033669497121927364,-0.19933476728110006,0.7497072491219667,7.419527309075525,0.37026266975142197,12.69371912454176,0 days 05:25:00,0 days 10:01:27.096774194,5,8,4158,217,76,141,4,0.34040843181922503,21.88465993216652,
D04,MOMENTUM,15m,GROUP 3,,12-bar return > 0; close > previous candle high; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.789071154260458,1.0794185756558594,1.0520861252568572,0.4945652173913043,0.5418013163006749,False,False,True,True,2/8 months with trades were net-positive,0/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,368,123,245,0.3342391304347826,2.8546461548572553,10.062607788614294,5.031304607968098,-12.239266241725137,-0.03325887565686179,-0.24723668342390753,0.7067965035405442,13.444472379746257,0.6340175281597578,7.76073375827486,0 days 04:00:00,0 days 08:29:20.869565217,6,10,2469,368,123,245,8,0.3613518339605379,29.50398167147832,,182,64,118,0.3516483516483517,3.530769792212036,6.510432105684142,3.2552169355341753,-6.2348792490062825,-0.03425757829124331,-0.19508733516483018,0.7629292751302759,7.124431409859978,0.34351153131465695,13.765120750993715,0 days 04:52:30,0 days 08:52:25.054945055,4,9,1376,182,64,118,4,0.35085185378853884,20.064779860875348,
D04,MOMENTUM,1h,GROUP 3,,12-bar return > 0; close > previous candle high; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.9588672217629973,1.0159845010689805,1.013826043237808,0.536697247706422,0.6305167978847608,False,False,True,True,0/8 months with trades were net-positive,0/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,218,68,150,0.3119266055045872,-0.4761811359300333,6.43434406977495,3.2171719158418233,-10.127697121546806,-0.04645732624562755,-0.3140738853210952,0.633844196846423,10.230236768090228,0.5115118384045114,9.872302878453198,0 days 04:00:00,0 days 08:02:12.110091743,4,10,548,218,68,150,8,0.3420299159397886,17.531832057890885,,117,37,80,0.3162393162393162,-0.09127769021009666,4.005823532172879,2.00291174326679,-6.100012965649766,-0.052136862954271494,-0.30115515384614877,0.6439758800884818,6.617107952351795,0.32251680643095976,13.899987034350236,0 days 05:00:00,0 days 09:39:29.230769231,6,8,336,117,37,80,4,0.3507238388440494,11.033694062867813,
E01,VOLATILITY / REGIME,5m,GROUP 3,,Previous 12-bar range < DEVELOPMENT median; EMA20>EMA50; close > previous 12-bar high.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.8989210503453636,1.023358920493394,1.0248447204968945,0.509090909090909,0.5694100740880632,True,True,True,True,2/8 months with trades were net-positive,1/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,275,92,183,0.33454545454545453,2.8549443877206366,8.647884409915141,4.32394291869322,-10.116882940887725,-0.03678866523959172,-0.24631908909090364,0.7166585340588708,11.097138150474994,0.5320313504996245,9.883117059112282,0 days 06:45:00,0 days 11:22:34.909090909,5,9,1999,276,92,183,8,0.3556721336205503,25.58873786291563,,140,48,92,0.34285714285714286,2.068508175889805,5.070182025498564,2.535091529876041,-5.5367653794848,-0.039548324139177145,-0.2214214142857083,0.7333989037768642,6.2332363938166555,0.30294401070516347,14.4632346205152,0 days 08:22:30,0 days 12:12:27.857142857,7,9,1134,140,48,92,4,0.3512361790445818,15.231211414019162,
E01,VOLATILITY / REGIME,15m,GROUP 3,,Previous 12-bar range < DEVELOPMENT median; EMA20>EMA50; close > previous 12-bar high.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.897776976987019,1.0333319608209564,1.0190900981266726,0.5654761904761905,0.5942316116045068,False,False,True,True,2/8 months with trades were net-positive,2/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,168,59,109,0.35119047619047616,2.7957744458372358,5.774550556311033,2.887275977098789,-5.866052087572587,-0.034916976711741585,-0.19645890178570888,0.7500425205202029,6.707511055450933,0.321835005207112,14.133947912427415,0 days 06:30:00,0 days 11:53:39.642857143,5,8,603,168,59,109,8,0.3551533227942912,17.602147782984655,,95,34,61,0.35789473684210527,2.144459541471159,3.5958491212664585,1.7979250967479201,-3.2493146765432197,-0.034203312384665466,-0.17637627894736338,0.7750429084282336,3.9609958012114177,0.191244533814967,16.75068532345678,0 days 07:00:00,0 days 11:24:18.947368421,4,8,360,95,34,61,4,0.35278047388206635,11.194838445460565,
E01,VOLATILITY / REGIME,1h,GROUP 3,,Previous 12-bar range < DEVELOPMENT median; EMA20>EMA50; close > previous 12-bar high.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,5.356268026251388,0.7308047068652032,0.8173076923076923,0.65,1.0438383752647853,False,False,True,True,4/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,80,32,48,0.4,4.020021906916725,3.3143242690067543,1.657163139508668,-0.9514655015986975,-0.011893318769983724,-0.05024989999999509,0.9236028177826304,3.6103612138394183,0.1611651853472709,19.048534498401303,0 days 04:00:00,0 days 07:34:30,5,5,121,80,32,48,8,0.3820440248775377,11.502730765634492,,52,17,35,0.3269230769230769,0.2580504865774189,1.9731621609919197,0.9865811450084703,-2.701692819422971,-0.05195563114274944,-0.2691519326923033,0.6749732865095108,3.4037786022514815,0.16823040522214322,17.29830718057703,0 days 05:00:00,0 days 13:24:13.846153846,3,10,88,52,17,35,4,0.347067491955078,5.610524937724632,
E02,VOLATILITY / REGIME,5m,GROUP 3,,Previous 24-bar range < DEVELOPMENT median; EMA20>EMA50; close > previous 24-bar high.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.502308450694333,1.1888945777759556,1.1394009216589862,0.4806201550387597,0.4712183948337694,True,True,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,258,84,174,0.32558139534883723,1.6646069993168529,8.01999597793319,4.009998405117956,-10.365387383734294,-0.04017592009199339,-0.2731709418604603,0.6908297240786863,11.29437341951183,0.5427415304301169,9.634612616265708,0 days 06:25:00,0 days 11:21:26.046511628,5,12,1571,259,84,174,8,0.35675729870618617,23.16108068582995,,124,46,78,0.3709677419354839,3.7960624092450104,4.760697945560005,2.3803499217953403,-3.3449854581103358,-0.02697568917830916,-0.13721607258063956,0.8213237131236096,5.675378115613199,0.2557497927789031,16.655014541889663,0 days 08:35:00,0 days 12:59:38.225806452,8,9,899,124,46,78,4,0.37755462485340313,15.3759400580127,
E02,VOLATILITY / REGIME,15m,GROUP 3,,Previous 24-bar range < DEVELOPMENT median; EMA20>EMA50; close > previous 24-bar high.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.3167275153762928,1.2997464133579306,1.1884753901560625,0.5666666666666667,0.3554848363666333,True,True,True,True,2/8 months with trades were net-positive,1/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,150,49,101,0.32666666666666666,0.6230307770092803,4.986083041811244,2.4930416766630263,-6.85609394146499,-0.045707292943099935,-0.2699200099999939,0.6737799333929722,7.205155080326163,0.3540780103395674,13.143906058535013,0 days 06:00:00,0 days 10:53:54,4,11,417,150,49,101,8,0.3490611388611418,14.160681674990256,,85,33,52,0.38823529411764707,3.364459966821571,3.288274869508643,1.644138275869139,-1.5679531785562109,-0.01844650798301424,-0.08549109411764216,0.875743051820061,2.5773077637988457,0.1258693635665842,18.432046821443787,0 days 06:45:00,0 days 10:48:31.764705882,4,5,288,85,33,52,4,0.3490611388611413,11.050682652460862,
E02,VOLATILITY / REGIME,1h,GROUP 3,,Previous 24-bar range < DEVELOPMENT median; EMA20>EMA50; close > previous 24-bar high.,dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,-35.837562720700625,0.6611972966457335,0.7733887733887734,0.5967741935483871,1.354044840774287,False,False,True,True,5/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,62,26,36,0.41935483870967744,3.8117299841223207,2.567148312244827,1.2835751090547605,-0.03899343717726614,-0.0006289264060849355,0.007727548387101413,0.9958309622409867,2.0317591254141014,0.09384412181536744,19.961006562822732,0 days 04:30:00,0 days 09:41:36.774193548,4,7,91,62,26,36,8,0.3708074359105496,9.314108988667172,,37,12,25,0.32432432432432434,0.06866362302170978,1.3883575568146913,0.6941787955731743,-2.013872729366156,-0.054428992685571775,-0.27693649999999587,0.6584407401498599,2.54138297962184,0.127069148981092,17.986127270633844,0 days 05:00:00,0 days 10:43:47.027027027,2,5,56,37,12,25,4,0.33616284663532175,3.8822424286586825,
E03,VOLATILITY / REGIME,5m,GROUP 3,,Current candle range > median of previous 20 candle ranges; EMA20>EMA50; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.960919602636857,1.003966524654764,1.0100636377090426,0.4438095238095238,0.5884054352383764,True,False,False,True,1/8 months with trades were net-positive,0/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,525,174,351,0.3314285714285714,3.4594121714569175,12.333768092637527,6.166884911171163,-15.041240832351772,-0.028649982537812896,-0.25565571714285185,0.7061192553644178,16.571024234776008,0.7701073432552034,4.9587591676482266,0 days 03:55:00,0 days 08:06:50.857142857,5,11,9048,526,174,351,8,0.36716593014513005,36.14020302509865,,233,78,155,0.33476394849785407,2.1858305125095643,7.44172602734666,3.720863560130538,-8.976759074967633,-0.038526862982693706,-0.24566459012874992,0.7089200948000244,9.080175649991471,0.45313534648834763,11.02324092503237,0 days 04:40:00,0 days 09:25:20.600858369,5,9,4611,233,78,155,4,0.34040843181922503,21.86274208812532,
E03,VOLATILITY / REGIME,15m,GROUP 3,,Current candle range > median of previous 20 candle ranges; EMA20>EMA50; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,1.1309625647536647,0.9662409403202842,0.9699074074074074,0.5155131264916468,0.7039040221584394,False,False,False,False,1/8 months with trades were net-positive,0/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,419,142,277,0.33890214797136037,3.6709724675282893,10.970419439896204,5.485210637690612,-12.784657610058527,-0.030512309331881926,-0.23326860739856303,0.7176174415086816,13.989863748079596,0.6597372200497342,7.215342389941471,0 days 03:45:00,0 days 08:08:14.033412888,6,7,3107,419,142,277,8,0.3613518339605379,32.489589065667296,,216,71,145,0.3287037037037037,1.5333262269183245,6.974412381946903,3.487206574304602,-8.92829272933318,-0.04133468856172768,-0.26381806249999457,0.693391351473585,9.332074847200387,0.4643916827606353,11.071707270666817,0 days 04:00:00,0 days 07:52:50.833333333,4,8,1614,217,71,145,4,0.3447076368297552,20.19121440865281,
E03,VOLATILITY / REGIME,1h,GROUP 3,,Current candle range > median of previous 20 candle ranges; EMA20>EMA50; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.39866004410561556,1.247500093900449,1.1709302325581397,0.5660377358490566,0.44481450619091867,True,False,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,265,86,179,0.32452830188679244,1.4048799418125957,8.025116198850675,4.012558450644879,-10.632794707682958,-0.04012375361389796,-0.27632548490565517,0.6840885168551619,10.632794707682958,0.5316397353841479,9.367205292317037,0 days 04:00:00,0 days 08:30:47.547169811,4,11,768,265,86,179,8,0.340408431819225,23.024717839298656,,150,57,93,0.38,5.428856234569407,5.826212555981877,2.9131076352046557,-3.3104639566171263,-0.02206975971078084,-0.11015992999999409,0.8534004890130333,5.115695238272007,0.23648106636637042,16.689536043382873,0 days 03:00:00,0 days 09:19:12,4,6,481,151,57,93,4,0.3710781763119049,19.271220895738498,
E04,VOLATILITY / REGIME,5m,GROUP 3,,Previous 12-bar range >= DEVELOPMENT Q3; EMA20>EMA50; bullish continuation (current and prior candle bullish).,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.6676426804307359,1.104362128883048,1.087427031881455,0.4282115869017632,0.41177038750014316,True,True,True,True,1/8 months with trades were net-positive,0/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,397,131,266,0.32997481108312343,3.0946386493207085,10.83118063314497,5.415591090231544,-13.152133074055804,-0.03312879867520354,-0.26001045843828163,0.7072250343317573,14.183052221849696,0.6743905067666754,6.847866925944201,0 days 03:00:00,0 days 06:36:45.793450882,4,13,2059,397,131,266,8,0.3551533227942915,31.770195049309486,,170,61,109,0.3588235294117647,3.812212598803811,6.120398138208517,3.0602000221570775,-5.368385561561784,-0.03157873859742226,-0.1735940794117588,0.7810325445140063,5.625195355114251,0.27769404029773187,14.631614438438218,0 days 03:50:00,0 days 07:43:49.411764706,4,6,952,170,61,109,4,0.34634959956366396,19.148433842704307,
E04,VOLATILITY / REGIME,15m,GROUP 3,,Previous 12-bar range >= DEVELOPMENT Q3; EMA20>EMA50; bullish continuation (current and prior candle bullish).,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,1.2247462291567592,0.9184028849871622,0.9505941213258287,0.4875,0.6588358508869865,False,False,False,True,0/8 months with trades were net-positive,0/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,240,82,158,0.3416666666666667,2.8783472941907635,7.667786584562398,3.8338940118675966,-8.62333330223923,-0.035930555425996796,-0.22498748749999464,0.7263571602281869,9.712110820584487,0.46534507338079273,11.376666697760768,0 days 03:30:00,0 days 07:21:41.250000,4,11,714,240,82,158,8,0.3568450419746832,22.889763511951507,,117,38,79,0.3247863247863248,0.3717412653075031,4.033694939805683,2.0168475628379383,-5.678801237336118,-0.048536762712274514,-0.27555257692307195,0.6670885114846492,6.274823606685837,0.3065860173769017,14.321198762663883,0 days 03:15:00,0 days 07:08:20,3,7,333,118,38,79,4,0.35072383884405145,11.37918995023524,
E04,VOLATILITY / REGIME,1h,GROUP 3,,Previous 12-bar range >= DEVELOPMENT Q3; EMA20>EMA50; bullish continuation (current and prior candle bullish).,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,2.18443688427119,0.7221684851629208,0.7806372549019608,0.5604395604395604,1.1689181379567406,False,False,False,True,2/8 months with trades were net-positive,0/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,91,32,59,0.3516483516483517,1.4693282725315333,3.2513922019382555,1.625696468301014,-3.4077603977077366,-0.037447916458326784,-0.19508733516482943,0.7429652932469569,3.645460290932995,0.18227301454664974,16.592239602292263,0 days 04:00:00,0 days 06:58:01.318681319,3,7,183,91,32,59,8,0.33209138236092933,9.8502172534656,,51,14,37,0.27450980392156865,-1.1293698291781409,1.9029588888860254,0.9514791621004272,-3.9838078801645933,-0.07811388000322732,-0.42615597058822935,0.53654612035278,4.336360250452227,0.2130622327636317,16.01619211983541,0 days 02:00:00,0 days 07:04:42.352941176,3,11,90,51,14,37,4,0.34906113886114015,4.612102209523423,
F01,RANGE / MARKET STRUCTURE,5m,GROUP 3,,Position in previous 24-bar range <= 0.25; bullish reversal; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.8698021822640469,1.056606314699853,1.0250873293108922,0.49814126394052044,0.541727105875506,True,True,True,True,2/8 months with trades were net-positive,0/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,269,94,175,0.34944237918215615,3.530010292906451,8.145546686603094,4.072774225803676,-8.688310619500319,-0.03229855248884877,-0.20169532899627715,0.7389174883746217,9.728311050510223,0.4638395635000443,11.311689380499683,0 days 05:20:00,0 days 10:43:58.661710037,5,13,1019,270,94,175,8,0.3551533227942909,24.589715416831787,,134,48,86,0.3582089552238806,3.1176211846842037,5.015472161085765,2.5077368599478906,-4.405587836349452,-0.032877521166786945,-0.17543503731342677,0.7807448842587805,5.23353001358638,0.251274464325437,15.59441216365055,0 days 07:17:30,0 days 11:44:51.044776119,5,6,504,134,48,86,4,0.35575960999631007,15.687844517353255,
F01,RANGE / MARKET STRUCTURE,15m,GROUP 3,,Position in previous 24-bar range <= 0.25; bullish reversal; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.5163725095429963,1.3263146136142647,1.2112375533428166,0.5648854961832062,0.42407992520999016,False,False,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,131,38,93,0.2900763358778626,-1.7990916486580972,4.124912040658913,2.062455570556299,-7.986459259873309,-0.06096533786162832,-0.3795264007633532,0.5650058470544368,8.21306281014046,0.4077263321202449,12.01354074012669,0 days 07:15:00,0 days 12:34:41.679389313,4,9,284,132,38,93,8,0.32782986909504686,10.373463984595595,,74,26,48,0.35135135135135137,1.3362643429084717,2.7773778739719392,1.3886892710518974,-2.8298028021153647,-0.03824057840696439,-0.19597699999999366,0.7493755117258056,3.5061340032587758,0.17290855243169706,17.170197197884633,0 days 08:00:00,0 days 12:48:26.756756757,3,7,168,74,26,48,4,0.3421547575839883,8.461204000936675,
F01,RANGE / MARKET STRUCTURE,1h,GROUP 3,,Position in previous 24-bar range <= 0.25; bullish reversal; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0,VAL_ONE_MONTH_CONCENTRATION,-0.15333090776117858,2.1036445005620084,1.6584615384615384,0.5102040816326531,0.29105373853458044,True,True,True,True,2/8 months with trades were net-positive,3/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,49,13,36,0.2653061224489796,-1.309182151373791,1.8337033935425262,0.9168513694756261,-4.0597369143919435,-0.08285177376310089,-0.4537256122448928,0.5153102660286895,4.736007711135274,0.22905521782396224,15.940263085608056,0 days 05:00:00,0 days 08:04:53.877551020,3,12,60,49,13,36,8,0.35132256441209914,4.316212955906413,,25,11,14,0.44,1.7914300823846891,0.9979068752838021,0.49895388549935904,0.29456932160152804,0.011782772864061127,0.06957016000000593,1.084029607214398,1.3719114339816336,0.06666737747851688,20.29456932160153,0 days 14:00:00,0 days 16:31:12,3,5,37,25,11,14,4,0.3529960363538607,3.80011137239258,1.8223248164673813
F02,RANGE / MARKET STRUCTURE,5m,GROUP 3,,Position in previous 24-bar range >= 0.75; close > previous 24-bar high; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.790885510480811,1.0295528490862864,1.0435135135135136,0.4662004662004662,0.4745875097955538,True,True,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,429,148,281,0.34498834498834496,7.214739414421537,13.068000183260219,6.5340018953143,-12.387262664152983,-0.02887473814487875,-0.21503739510488964,0.7651083424960087,15.40969866492864,0.6712420078098129,7.612737335847013,0 days 04:25:00,0 days 08:45:25.174825175,5,8,2880,430,148,281,8,0.38927969440686183,40.34880636351138,,200,72,128,0.36,4.659772043052778,7.14381007038667,3.5719062001359743,-6.055944227469866,-0.030279721137349336,-0.1700699599999945,0.787719473876452,6.464163574699938,0.3185630729566268,13.944055772530131,0 days 05:55:00,0 days 09:56:34.500000,4,8,1628,200,72,128,4,0.34634959956366396,22.472081107954846,
F02,RANGE / MARKET STRUCTURE,15m,GROUP 3,,Position in previous 24-bar range >= 0.75; close > previous 24-bar high; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.6935171130492757,1.0817661522271258,1.0839780786589297,0.5241635687732342,0.49165468175363675,False,False,True,True,1/8 months with trades were net-positive,0/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,269,88,181,0.3271375464684015,2.1165770458412023,8.439946769116187,4.219973913701879,-10.543343636976862,-0.0391945860110664,-0.2685094888475779,0.6998647631439137,11.73055147792302,0.5536619816063109,9.456656363023143,0 days 04:00:00,0 days 08:26:19.182156134,6,12,794,269,88,181,8,0.3619687027276181,24.585299528744976,,141,50,91,0.3546099290780142,2.537616035121059,4.917349308568166,2.4586752886878127,-4.83840856213492,-0.03431495434138242,-0.1862159255319089,0.7570900119055403,5.539228216327704,0.27221050536573865,15.16159143786508,0 days 05:15:00,0 days 09:31:10.212765957,4,8,514,141,50,91,4,0.3490611388611413,15.08011599130346,
F02,RANGE / MARKET STRUCTURE,1h,GROUP 3,,Position in previous 24-bar range >= 0.75; close > previous 24-bar high; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,2.009400072405136,0.8110687670943938,0.873529411764706,0.6296296296296297,1.0067737973021598,False,False,True,True,2/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,108,40,68,0.37037037037037035,3.3364716509946653,4.210846338638677,2.1054240034370153,-2.9797986910810277,-0.027590728621120626,-0.13900549999999465,0.8201428671522027,3.9244811272602327,0.18809827098122156,17.020201308918974,0 days 03:00:00,0 days 07:02:13.333333333,3,8,174,108,40,68,8,0.35541263354117403,13.587788281422654,,68,22,46,0.3235294117647059,0.20868888119781118,2.5195952855284713,1.2597976949363114,-3.570704099266971,-0.05251035440098488,-0.27931766176470135,0.6651922641023983,3.838082257112024,0.18937241054173506,16.42929590073303,0 days 03:00:00,0 days 09:22:56.470588235,4,10,116,68,22,46,4,0.3476599757222384,7.094234958052312,
F03,RANGE / MARKET STRUCTURE,5m,GROUP 3,,Higher low (low>prev low); higher close (close>prev close); EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.8609820242810372,1.0192216189771734,1.0357653791130186,0.429097605893186,0.5400494420239568,True,False,True,True,0/8 months with trades were net-positive,0/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,543,180,363,0.3314917127071823,4.167903226263436,12.95721428392626,6.478608183938241,-15.267919241601065,-0.02811771499374045,-0.25546657734806094,0.7148539879897445,16.678439229262516,0.7794401482326646,4.73208075839894,0 days 03:35:00,0 days 07:53:02.320441989,5,10,13661,544,180,363,8,0.36258662455999013,38.2762952959389,,233,80,153,0.34334763948497854,2.8730546912294814,7.447743659150774,3.72387254783862,-8.29856151575991,-0.035616143844463134,-0.21995213090128168,0.7285946389711964,8.434951761614242,0.42093621714412066,11.701438484240088,0 days 05:15:00,0 days 09:31:43.004291845,5,8,6866,233,80,153,4,0.34040843181922625,22.277700811199814,
F03,RANGE / MARKET STRUCTURE,15m,GROUP 3,,Higher low (low>prev low); higher close (close>prev close); EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.7009086635630158,1.1071587866064883,1.073973357199408,0.5024038461538461,0.5247629733527055,False,False,True,True,0/8 months with trades were net-positive,0/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,416,139,277,0.33413461538461536,3.278997341576711,10.952420073295183,5.476210856396322,-13.149633588114794,-0.03160969612527595,-0.24754975841345628,0.710119296933745,14.453616402423782,0.6816069746432853,6.850366411885192,0 days 04:00:00,0 days 08:19:15.288461538,6,11,4589,417,139,277,8,0.3613518339605379,32.212591109916666,,209,75,134,0.3588516746411483,4.820655230176127,7.466024436228523,3.733013423277652,-6.378382629330048,-0.03051857717382798,-0.17350977033492307,0.7862148191390177,7.467117026692909,0.35768210267175254,13.621617370669952,0 days 04:15:00,0 days 08:30:12.918660287,4,7,2357,210,75,134,4,0.3581070512660599,23.457093354749997,
