strategy_id,family,timeframe,group,robustness_score,definition,gate_failures,flags,val_dev_avg_R_ratio,val_dev_pf_ratio,val_dev_win_rate_ratio,val_dev_trade_count_ratio,val_dev_dd_pct_ratio,beat_BASELINE_A_val_avg_R,beat_BASELINE_A_val_net,beat_RANDOM_val_avg_R,beat_RANDOM_val_net,monthly_consistency_dev,monthly_consistency_val,dev_range12_median,dev_range12_q1,dev_range12_q3,dev_range24_median,dev_closed_trades,dev_wins,dev_losses,dev_win_rate,dev_gross_pnl,dev_fees,dev_slippage,dev_net_pnl,dev_avg_net_pnl,dev_avg_R,dev_profit_factor,dev_max_drawdown,dev_max_drawdown_pct,dev_final_equity,dev_median_holding_time,dev_average_holding_time,dev_longest_winning_streak,dev_longest_losing_streak,dev_signals,dev_filled_trades,dev_tp_count,dev_sl_count,dev_months_with_trades,dev_largest_win_net_pnl,dev_sum_of_winning_net_pnl,dev_max_month_share_of_net,val_closed_trades,val_wins,val_losses,val_win_rate,val_gross_pnl,val_fees,val_slippage,val_net_pnl,val_avg_net_pnl,val_avg_R,val_profit_factor,val_max_drawdown,val_max_drawdown_pct,val_final_equity,val_median_holding_time,val_average_holding_time,val_longest_winning_streak,val_longest_losing_streak,val_signals,val_filled_trades,val_tp_count,val_sl_count,val_months_with_trades,val_largest_win_net_pnl,val_sum_of_winning_net_pnl,val_max_month_share_of_net
B03,BREAKOUT,1h,GROUP 3,,20-bar close breakout; previous 12-bar range below DEVELOPMENT median; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,2.2803819495772224,0.8641661403456805,0.9142857142857143,0.65625,0.888850971029988,True,False,True,True,4/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,64,25,39,0.390625,2.8664674564270642,2.648532835044978,1.3242671341392045,-1.1063325127571177,-0.017286445511829972,-0.07833272656249507,0.8904385207734865,3.4697754083031818,0.1551539011461525,18.893667487242883,0 days 03:00:00,0 days 07:28:07.500000,4,9,88,64,25,39,8,0.3832096513008184,8.991491289619859,,42,15,27,0.35714285714285715,0.939195795698413,1.6429341444471304,0.8214673070224284,-1.5252056557711458,-0.03631442037550346,-0.17862853571428197,0.7694868197119409,2.8563333990955684,0.13790869569284842,18.474794344228854,0 days 04:30:00,0 days 12:32:51.428571429,3,7,65,42,15,27,4,0.355282954509808,5.0913602770973485,
B04,BREAKOUT,5m,GROUP 3,,20-bar close breakout; close in the upper half of the candle range; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.8499161446085639,1.0163130104367082,1.0337401292175161,0.46064814814814814,0.5195376229036212,True,True,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,432,147,285,0.3402777777777778,5.742599614737049,12.417861666613929,6.208932268956236,-12.884194320833116,-0.0298245238908174,-0.22914790624999454,0.7452731637216153,14.333080432087826,0.6698335607456736,7.11580567916689,0 days 04:25:00,0 days 08:35:13.194444444,6,8,2823,433,147,285,8,0.36480252255342194,37.69624121188909,,199,70,129,0.35175879396984927,3.5290157573839185,6.818156739811546,3.409079252159345,-6.698220234586973,-0.03365939816375364,-0.19475650502512,0.7574308126196045,7.040475810924056,0.3480037358908756,13.301779765413025,0 days 05:55:00,0 days 09:59:37.386934673,3,8,1601,199,70,129,4,0.34634959956366385,20.91542808952135,
B04,BREAKOUT,15m,GROUP 3,,20-bar close breakout; close in the upper half of the candle range; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.6766107731484929,1.0866003133184228,1.0905797101449275,0.5348837209302325,0.446936406833515,False,False,True,True,2/8 months with trades were net-positive,0/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,258,84,174,0.32558139534883723,2.0949070421732134,8.306862601454153,4.153431824453359,-10.3653873837343,-0.0401759200919934,-0.2731709418604589,0.7001606284504478,12.130170421411018,0.5573301787760826,9.634612616265711,0 days 04:30:00,0 days 08:58:32.790697674,7,12,780,258,84,174,8,0.373345969249089,24.20441354056256,,138,49,89,0.35507246376811596,2.5994715732919373,4.879453849759116,2.439727574747165,-4.719709851214343,-0.034200796023292346,-0.18483040217390714,0.7607947582474803,5.068770990075537,0.24909114752206288,15.280290148785657,0 days 05:15:00,0 days 09:44:33.913043478,4,8,496,138,49,89,4,0.3490611388611413,15.011086249388363,
B04,BREAKOUT,1h,GROUP 3,,20-bar close breakout; close in the upper half of the candle range; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.9904456742890987,0.9972253360727943,1.0018939393939394,0.5739130434782609,0.6193444164988351,True,False,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,115,40,75,0.34782608695652173,1.9387416249276632,4.233345928833409,2.116673449101872,-4.411277753007618,-0.03835893698267495,-0.20653693478260332,0.7442920495981804,4.944606639110418,0.2416786544060515,15.588722246992381,0 days 03:00:00,0 days 06:04:10.434782609,4,8,177,115,40,75,8,0.3507238388440528,12.839956501053448,,66,23,43,0.3484848484848485,1.1272591405983128,2.5132272685462427,1.256613916087768,-2.642582044035698,-0.04003912187932876,-0.20456361363635914,0.7422268892968543,3.0481187086652,0.14968232519333957,17.3574179559643,0 days 04:00:00,0 days 09:44:32.727272727,4,9,113,66,23,43,4,0.3493160014762882,7.608999421646828,
C01,MEAN REVERSION,5m,GROUP 3,,"Close <= EMA20*(1-1%); RSI14 < 35; bullish reversal (prior bearish, current bullish).",dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.416344727415063,1.5864688111789036,1.4241071428571428,0.27586206896551724,0.3580522753649646,True,True,True,True,2/8 months with trades were net-positive,2/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,116,28,88,0.2413793103448276,-3.786932890218145,3.635908465311929,1.8179532859225405,-9.240794641452615,-0.07966202277114322,-0.5253984137930982,0.4598793901156393,10.006334440115001,0.4818721081721921,10.759205358547383,0 days 00:50:00,0 days 03:53:50.172413793,2,10,139,116,28,88,8,0.3523944588470528,7.8679667580264,,32,11,21,0.34375,0.4968083103934966,1.272738461499916,0.6363693549519689,-1.4122995060583883,-0.044134359564324634,-0.21874685937499394,0.7295843093224375,3.7439126749951193,0.17253540476596574,18.58770049394161,0 days 01:50:00,0 days 03:52:39.375000,4,14,38,32,11,21,4,0.3700404385884454,3.8103985648992684,
C01,MEAN REVERSION,15m,GROUP 3,,"Close <= EMA20*(1-1%); RSI14 < 35; bullish reversal (prior bearish, current bullish).",dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,1.076880852930815,0.9747019091189025,0.9590792838874679,0.368,0.4671496966370683,False,False,False,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,125,34,91,0.272,-2.654824102708293,3.9000168020505908,1.9500077373190652,-8.504848642077949,-0.06803878913662359,-0.43367409199999496,0.521121207340988,9.744669516317105,0.46726877263182404,11.495151357922053,0 days 02:00:00,0 days 06:04:12,3,9,164,125,34,91,8,0.3523944588470529,9.255070511689775,,46,12,34,0.2608695652173913,-1.319104852384139,1.743891687894285,0.8719455141708329,-3.934942054449257,-0.08554221857498386,-0.46701532608695123,0.5079378356776084,4.485970189537273,0.21828446538293184,16.06505794555074,0 days 03:15:00,0 days 05:43:41.739130435,3,12,54,46,12,34,4,0.3507238388440511,4.0618972470808306,
C01,MEAN REVERSION,1h,GROUP 3,,"Close <= EMA20*(1-1%); RSI14 < 35; bullish reversal (prior bearish, current bullish).",dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.3516478212466527,2.2523891596506798,1.857142857142857,0.38461538461538464,0.2470145102596366,False,False,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,78,14,64,0.1794871794871795,-4.987481041308647,2.399796554428862,1.1998970303440373,-8.587174626081547,-0.11009198238566083,-0.7107963846153803,0.30401919033740954,8.682441603570641,0.4320640085696197,11.412825373918459,0 days 02:00:00,0 days 07:08:27.692307692,2,13,91,78,14,64,8,0.3447076368297528,3.751060145426859,,30,10,20,0.3333333333333333,0.2024777891942793,1.1352648005106283,0.5676324508747081,-1.5004194621910572,-0.050013982073035236,-0.2499499999999963,0.6847695286417579,2.1498949416313664,0.10672607947764004,18.499580537808942,0 days 06:00:00,0 days 08:02:00,1,4,37,30,10,20,4,0.34470763682975253,3.2593344274826133,
C02,MEAN REVERSION,5m,GROUP 4,,Close <= EMA20*(1-1%); RSI14 < 30; close > previous candle high.,dev_closed_trades<30|val_closed_trades<8|dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,2.499024546108064,0.0,0.0,0.08333333333333333,0.22408132220046775,False,True,False,True,2/7 months with trades were net-positive,0/1 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,12,3,9,0.25,-0.46551930140381037,0.4792625158433155,0.23963114154180443,-1.1844129587889303,-0.0987010798990775,-0.49957512499999734,0.4714853211681147,2.0109315301498043,0.09655629784015336,18.81558704121107,0 days 00:50:00,0 days 02:20:25,2,7,12,12,3,9,7,0.3551533227942941,1.056608920502485,,1,0,1,0.0,-0.18981518231893085,0.03975034965034965,0.019875127371378393,-0.24944065934065893,-0.24944065934065893,-1.2484504999999977,0.0,0.43678267633388757,0.021636462886803733,19.75055934065934,0 days 04:00:00,0 days 04:00:00,0,1,1,1,0,1,1,,,
C02,MEAN REVERSION,15m,GROUP 4,,Close <= EMA20*(1-1%); RSI14 < 30; close > previous candle high.,dev_closed_trades<30|val_closed_trades<8|dev_avg_R<=0|dev_net_pnl<=0,VAL_ONE_BIG_WIN|VAL_ONE_MONTH_CONCENTRATION,-18.13525063700371,,2.5999999999999996,0.15384615384615385,0.23416178910970076,True,True,True,True,1/6 months with trades were net-positive,2/2 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,13,5,8,0.38461538461538464,0.4743311307604815,0.5001559715369743,0.25007810435124167,-0.2759029451277346,-0.02122330347136421,-0.09633453846153497,0.8574188736969226,1.4980108467039663,0.07490054233519831,19.724097054872264,0 days 05:15:00,0 days 14:00:00,3,4,13,13,5,8,6,0.33834070938206984,1.6591564297102914,,2,2,0,1.0,0.826319351770709,0.08140312235696173,0.040701767758313405,0.7042144616554339,0.35210723082771694,1.7470510000000106,,0.3604036061296654,0.017538844998496922,20.704214461655432,0 days 14:45:00,0 days 14:45:00,2,0,2,2,2,0,2,0.3551533227942928,0.7042144616554339,0.5043255174842834
C02,MEAN REVERSION,1h,GROUP 4,,Close <= EMA20*(1-1%); RSI14 < 30; close > previous candle high.,dev_closed_trades<30|val_closed_trades<8|dev_avg_R<=0|dev_net_pnl<=0,VAL_ONE_BIG_WIN|VAL_ONE_MONTH_CONCENTRATION,-0.19968773291372469,,,0.3333333333333333,0.27551195457740674,True,True,True,True,0/5 months with trades were net-positive,1/2 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,6,0,6,0.0,-1.1039654006214457,0.23118809644455923,0.11559377223091363,-1.4507472692969186,-0.24179121154948646,-1.248450499999993,0.0,1.4507472692969294,0.07253736346484647,18.54925273070308,0 days 01:00:00,0 days 01:30:00,0,6,6,6,0,6,5,,,,2,1,1,0.5,0.21466187193807898,0.0795965605223458,0.03979833392663794,0.09526697748909527,0.047633488744547633,0.24930025000000466,1.3819224088843918,0.4005286204746952,0.019984910788091625,20.095266977489096,0 days 10:30:00,0 days 10:30:00,1,1,2,2,1,1,2,0.34470763682975386,0.34470763682975386,3.6183328779294044
C03,MEAN REVERSION,5m,GROUP 3,,Position in previous 24-bar range <= 0.25; RSI14 < 40; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.5357491479167892,1.1140221284900915,1.136393514460999,0.4426877470355731,0.4073569529439696,True,True,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,506,163,343,0.3221343873517787,4.32993836428144,13.198418268365803,6.5992102166667586,-15.46769012075112,-0.030568557550891544,-0.2834964594861604,0.7162175991127908,16.69618243649593,0.7901245983355232,4.532309879248881,0 days 03:37:30,0 days 07:42:08.063241107,7,15,2253,507,163,343,8,0.3608676858746511,39.03776924668456,,224,82,142,0.36607142857142855,5.283751504142829,7.584689705273311,3.792346173574144,-6.093284374704625,-0.027202162387074225,-0.151882986607137,0.7978822542256943,6.437254976480732,0.3218627488240366,13.906715625295375,0 days 04:25:00,0 days 09:01:40.446428571,6,9,1280,225,82,142,4,0.33616284663531915,24.05391695767456,
C03,MEAN REVERSION,15m,GROUP 3,,Position in previous 24-bar range <= 0.25; RSI14 < 40; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.4489061943283152,1.3942094868265436,1.2854030501089326,0.4610169491525424,0.3771049999603977,False,False,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,295,81,214,0.2745762711864407,-3.78797309913653,7.116746913232306,3.5583725096224783,-14.463092521991314,-0.049027432277936656,-0.4259568677966051,0.5475206535947601,14.96364999283304,0.7340097211173797,5.536907478008688,0 days 03:45:00,0 days 07:42:06.101694915,4,21,732,296,81,214,8,0.3463495995636634,17.50100183257882,,136,48,88,0.35294117647058826,2.728883226856615,5.014021793557875,2.5070115789994705,-4.792150145700729,-0.035236398130152426,-0.19121467647058327,0.7633584894752842,5.602663673480862,0.276798735852901,15.207849854299269,0 days 05:22:30,0 days 10:04:44.558823529,4,8,391,137,48,88,4,0.3447076368297543,15.458524112906229,
C03,MEAN REVERSION,1h,GROUP 3,,Position in previous 24-bar range <= 0.25; RSI14 < 40; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.7727680010501472,1.1557169471705564,1.1358024691358024,0.391304347826087,0.4903778211170675,False,False,False,True,1/8 months with trades were net-positive,0/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,138,36,102,0.2608695652173913,-3.4840687090785787,4.100341542485102,2.0501699002251392,-9.63458015178882,-0.06981579820136827,-0.4670153260869512,0.4919396583142928,9.634580151788809,0.48172900758944043,10.365419848211177,0 days 03:00:00,0 days 08:04:20.869565217,3,11,216,138,36,102,8,0.3283895120473036,9.32887627510328,,54,16,38,0.2962962962962963,-0.78877868138604,1.8919171107130945,0.9459583581617728,-3.626654150260907,-0.06716026204186866,-0.3608944999999959,0.5685430000991211,4.845645998112877,0.23622922111059708,16.373345849739092,0 days 04:30:00,0 days 07:00:00,3,10,88,54,16,38,4,0.3507238388440493,4.778943976769317,
C04,MEAN REVERSION,5m,GROUP 3,,"6-bar return <= -1%; RSI14 < 35; bullish reversal (prior bearish, current bullish).",dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.7179243626146249,1.1766377779635355,1.1261261261261262,0.296,0.43226133496842023,True,True,False,True,2/8 months with trades were net-positive,2/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,125,36,89,0.288,-1.671067176454896,4.084366899314983,2.0421830318904592,-7.797617107660338,-0.062380936861282696,-0.38574606799999445,0.5699780702568015,8.621374340892825,0.4140162721035776,12.202382892339662,0 days 01:00:00,0 days 04:15:50.400000,4,8,140,125,36,89,8,0.3568450419746833,10.335451390304259,,37,12,25,0.32432432432432434,0.15886874626580624,1.448494290609898,0.7242471850220535,-2.0138727293661454,-0.05442899268557151,-0.27693649999999376,0.6706577300749068,3.834958672767147,0.17896322647814117,17.986127270633855,0 days 02:05:00,0 days 06:32:42.162162162,2,8,45,38,12,25,4,0.36369288594034094,4.100959508306195,
C04,MEAN REVERSION,15m,GROUP 3,,"6-bar return <= -1%; RSI14 < 35; bullish reversal (prior bearish, current bullish).",dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.44411366851414696,1.5494055040103332,1.3940000000000001,0.4065040650406504,0.2736174337538819,False,True,False,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,123,30,93,0.24390243902439024,-3.8318127496242735,3.805068725204163,1.902533404648681,-9.539414879477118,-0.07755621853233428,-0.5178403780487746,0.46556526461196074,10.744559271542661,0.5152147042931328,10.460585120522882,0 days 02:15:00,0 days 06:34:16.097560976,2,13,138,123,30,93,8,0.35407303659596795,8.31012641680632,,50,17,33,0.34,0.6937527600772232,1.9704977268505304,0.9852490368633463,-2.2619940036366537,-0.04523988007273307,-0.22997998999999403,0.7213493834657991,2.9109138554608194,0.1409717252209521,17.738005996363345,0 days 04:45:00,0 days 08:32:42,3,10,56,50,17,33,4,0.35192231207293245,5.8556769054425,
C04,MEAN REVERSION,1h,GROUP 3,,"6-bar return <= -1%; RSI14 < 35; bullish reversal (prior bearish, current bullish).",dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.4388554166551351,2.3670105740636473,1.990909090909091,0.410958904109589,0.29158276512362435,False,False,False,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,73,11,62,0.1506849315068493,-5.560813734050703,2.2188246178968685,1.1094109187448837,-8.889049270692455,-0.12176779822866379,-0.7970735616438311,0.24713437932755952,8.889049270692468,0.44445246353462337,11.110950729307547,0 days 02:00:00,0 days 08:01:38.630136986,2,18,80,73,11,62,8,0.32939143713301516,2.917904090722802,,30,9,21,0.3,-0.3673212918434301,1.1181357147423734,0.5590677655408098,-2.0445247721266133,-0.06815082573755378,-0.34980004999999603,0.5849696890829899,2.6003510945625123,0.1295946782834323,17.955475227873386,0 days 06:00:00,0 days 08:08:00,1,6,37,30,9,21,4,0.3404084318192238,2.8816811418685173,
D01,MOMENTUM,5m,GROUP 3,,6-bar return > 0.5%; EMA20>EMA50; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.9302184546782691,0.9997829008625025,1.0155984555984556,0.45012165450121655,0.5392814806062955,True,True,True,True,1/8 months with trades were net-positive,0/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,411,140,271,0.340632603406326,5.445400769251106,11.953567594353053,5.976785158526072,-12.48495198362802,-0.03037701212561562,-0.22808502554744028,0.7437615076533235,13.887204447073081,0.6505007682623453,7.515048016371983,0 days 03:40:00,0 days 07:34:16.204379562,5,12,2238,412,140,271,8,0.3648025225534178,36.238999946031996,,185,64,121,0.34594594594594597,2.934398676391627,6.451944970814207,3.225973219006384,-6.743519513428963,-0.036451456829345745,-0.21216889999999344,0.7436000376715082,7.11836455559745,0.3508030174440503,13.256480486571043,0 days 04:50:00,0 days 08:14:04.864864865,5,10,1078,185,64,121,4,0.34634959956366396,19.55726248430539,
D01,MOMENTUM,15m,GROUP 3,,6-bar return > 0.5%; EMA20>EMA50; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.4835506079343274,1.1983245652191419,1.125569290826285,0.4595375722543353,0.42782986249362565,True,False,True,True,2/8 months with trades were net-positive,1/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,346,116,230,0.3352601156069364,2.5601289058330505,9.506969169728208,4.753485224895815,-11.700325488790972,-0.03381596962078316,-0.24417832080924326,0.7037578273216134,12.857232379108437,0.6114093400702112,8.299674511209039,0 days 04:00:00,0 days 07:57:34.335260116,6,9,1540,346,116,230,8,0.3551533227942911,27.795487625884483,,159,60,99,0.37735849056603776,5.393320843174718,6.059805041730614,3.0299038691951914,-3.696388067751088,-0.02324772369654772,-0.11807257547169281,0.8433302924447403,5.641419898839359,0.26157917388955687,16.303611932248913,0 days 05:00:00,0 days 08:21:07.924528302,3,8,822,160,60,99,4,0.3699494507541211,19.897120373868482,
D01,MOMENTUM,1h,GROUP 3,,6-bar return > 0.5%; EMA20>EMA50; bullish candle.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.910351906076734,1.0773692106672141,1.0296067167476801,0.5321888412017167,0.5926470017030465,False,False,True,True,0/8 months with trades were net-positive,0/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,233,73,160,0.3133047210300429,-0.7737271656060831,6.487669198732361,3.2438344059340123,-10.505230770272457,-0.045086827340225136,-0.30994573819741994,0.6249765037815831,10.790414612539367,0.5395207306269684,9.494769229727536,0 days 03:00:00,0 days 07:32:11.330472103,4,12,661,233,73,160,8,0.33355150246800136,17.50696280213805,,124,40,84,0.3225806451612903,0.5415971456980238,4.411920742516661,2.20596050665736,-6.076284103475998,-0.049002291157064504,-0.2821596935483816,0.6733304425647194,6.544671582590421,0.3197453433627098,13.923715896524003,0 days 03:00:00,0 days 09:12:05.806451613,4,12,388,124,40,84,4,0.3511080238717431,12.524420997977552,
D02,MOMENTUM,5m,GROUP 3,,12-bar return > 1%; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,1.2723626638256647,0.93298534669117,0.9636470674810508,0.436426116838488,0.6042574803657863,True,True,True,True,2/8 months with trades were net-positive,1/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,291,107,184,0.36769759450171824,8.113437334865122,10.307625978427849,5.1538150175726685,-7.3480036611353965,-0.025250871687750507,-0.1470118041237057,0.8189166279506318,8.959791434492443,0.41512298994361624,12.651996338864603,0 days 03:15:00,0 days 07:28:58.144329897,4,9,2019,291,107,184,8,0.3682861631079268,33.230010642310035,,127,45,82,0.3543307086614173,2.5461085099428953,4.652181186921424,2.326091229987562,-4.432163906966091,-0.0348989284013078,-0.18705233070865504,0.764037214039684,5.158224904877736,0.2508411719452412,15.567836093033911,0 days 03:00:00,0 days 07:19:48.188976378,3,7,887,127,45,82,4,0.35072383884405134,14.35115350865167,
D02,MOMENTUM,15m,GROUP 3,,12-bar return > 1%; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.9144704705196514,1.0157508650114484,1.0221606648199446,0.4634146341463415,0.5245748463065282,False,False,False,True,0/8 months with trades were net-positive,1/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,287,95,192,0.3310104529616725,2.1901803002023588,8.594898192965008,4.297449644027124,-10.702167536789773,-0.03728978235815252,-0.25690819163762524,0.7007137890005036,11.856743145760765,0.56383234652513,9.297832463210229,0 days 03:30:00,0 days 06:42:10.662020906,4,14,1778,287,95,192,8,0.35745421713416287,25.056805457818992,,133,45,88,0.3383458646616541,1.4315767845979361,4.661993412474436,2.3309970641311515,-5.561413692007651,-0.041815140541410924,-0.23493495488721192,0.7117506373027112,5.998255545703046,0.2957722665210692,14.438586307992347,0 days 03:30:00,0 days 07:44:53.233082707,4,7,920,133,45,88,4,0.34470763682975514,13.732345156118882,
D02,MOMENTUM,1h,GROUP 3,,12-bar return > 1%; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,1.1254806481427477,0.992021970390295,0.9761583445793973,0.5391705069124424,0.7259218583071688,True,False,True,True,1/8 months with trades were net-positive,1/4 months with trades were net-positive,0.02429507870376951,0.016989257279350706,0.03672959536504762,0.03709822949607159,217,76,141,0.35023041474654376,2.834249123696289,6.760352860395082,3.380177138759469,-7.306280875458263,-0.03366949712192748,-0.19933476728110147,0.7358448756636573,7.665018501526738,0.3832509250763369,12.693719124541737,0 days 04:00:00,0 days 08:09:24.055299539,3,9,1010,217,76,141,8,0.33355150246800125,20.352773226991562,,117,40,77,0.3418803418803419,1.6982668929177114,4.33064365741967,2.165322253276325,-4.797699017778284,-0.04100597451092552,-0.22434742307691785,0.729974283457463,5.811578694804279,0.278210223729356,15.202300982221715,0 days 04:00:00,0 days 08:54:52.307692308,4,6,595,118,40,77,4,0.3583258684820166,12.969864306222762,
D03,MOMENTUM,5m,GROUP 3,,Three consecutive bullish candles; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|dev_max_drawdown>60%|val_avg_R<=0|val_net_pnl<=0,,0.9678419573309396,0.9732324170923716,1.0065800032097578,0.4486607142857143,0.5392978497291668,True,True,True,True,1/8 months with trades were net-positive,0/4 months with trades were net-positive,0.006099392361111061,0.0040128827100909875,0.009486593678125713,0.00886083835177556,448,155,293,0.34598214285714285,7.571216582890572,13.453122969144653,6.726563377375763,-12.608469763629845,-0.028143905722388052,-0.21206047209820916,0.7674990596032356,14.359764600235621,0.6614591764503917,7.3915302363701425,0 days 04:02:30,0 days 08:56:02.276785714,5,12,4593,449,155,293,8,0.3719830496552252,41.62128837030892,,201,70,131,0.3482587064676617,3.2080477602693582,6.823999034096067,3.41200031905959,-7.027951592886298,-0.03496493329794178,-0.20524102238805386,0.7469549648937792,7.148222199828801,0.35672351154332177,12.9720484071137,0 days 05:30:00,0 days 10:25:49.253731343,4,8,2442,201,70,131,4,0.3404084318192234,20.745569392957865,
D03,MOMENTUM,15m,GROUP 3,,Three consecutive bullish candles; EMA20>EMA50.,dev_avg_R<=0|dev_net_pnl<=0|val_avg_R<=0|val_net_pnl<=0,,0.5430184219018784,1.1107946087053806,1.0783613802481726,0.5096153846153846,0.4018573924360892,True,False,True,True,2/8 months with trades were net-positive,1/4 months with trades were net-positive,0.011157016537118652,0.007415814049580036,0.016934187061480453,0.016436581541667633,312,111,201,0.3557692307692308,5.880436936218721,9.95123089887697,4.975616919547128,-9.046410882205377,-0.02899490667373519,-0.18274323557691688,0.7738162267097312,10.622212923915223,0.4977746531691891,10.953589117794621,0 days 04:00:00,0 days 09:00:11.538461538,8,10,1458,312,111,201,8,0.3660491046464714,30.9494329867349,,159,61,98,0.3836477987421384,5.64606065374173,5.898932309030775,2.9494675660302274,-3.2023392213192716,-0.020140498247291017,-0.09923294339622062,0.85955089275791,4.102868688805291,0.20003442414334902,16.79766077868073,0 days 05:15:00,0 days 09:15:45.283018868,4,7,805,159,61,98,4,0.3518357792357447,19.598369762892677,
