period,trades_closed,tp,sl,win_rate,gross_pnl,fees,slippage,net_pnl,cumulative_net_pnl,ending_cash,ending_realized_equity,ending_mtm_equity,max_drawdown,max_drawdown_pct
2024,354,110,244,0.3107344632768362,-0.09498284106280433,9.08617047651399,4.543085214510796,-13.72423853208759,-13.72423853208759,6.275761467912397,6.27576146791242,6.275761467912397,14.221029032271566,0.6982490619897912
