timeframe,period_role,trade_id,status,symbol,side,signal_timestamp,entry_timestamp,entry_reference_price,entry_price,exit_timestamp,exit_reference_price,exit_price,quantity,position_value,risk_amount,stop_loss,take_profit,exit_reason,gross_pnl,entry_fee,exit_fee,entry_slippage,exit_slippage,slippage,net_pnl,R,holding_time
5m,DEVELOPMENT,1,CLOSED,BTCUSDT,LONG,2024-01-01 11:45:00+00:00,2024-01-01 11:50:00+00:00,42609.65,42630.954825,2024-01-01 19:45:00+00:00,43483.5739215,43461.832134539254,0.0004686739966777177,19.980019980019982,0.19980019980019983,42204.64527675,43483.5739215,TP,0.40958541708166807,0.019980019980019983,0.020369430569430573,0.009985017481269008,0.010189810189807956,0.020174827671076964,0.34906113886114054,1.7470510000000081,0 days 07:55:00
5m,DEVELOPMENT,2,CLOSED,BTCUSDT,LONG,2024-01-01 22:05:00+00:00,2024-01-01 22:10:00+00:00,43561.99,43583.770995,2024-01-02 00:10:00+00:00,44455.4464149,44433.21869169255,0.00046642894688453726,20.32873240645469,0.20328732406454691,43147.93328505,44455.4464149,TP,0.4167339346890411,0.02032873240645469,0.02072493940105649,0.010159286559947831,0.010367653527291161,0.020526940087238994,0.3551533227942909,1.7470510000000008,0 days 02:00:00
5m,DEVELOPMENT,3,CLOSED,BTCUSDT,LONG,2024-01-02 05:55:00+00:00,2024-01-02 06:00:00+00:00,45179.48,45202.06974,2024-01-02 20:50:00+00:00,44750.049042599996,44727.6740180787,0.00045757928895060184,20.683530930724714,0.20683530930724714,44750.049042599996,46106.1111348,SL,-0.19649871214047146,0.020683530930724715,0.02046645727360676,0.010336597166777046,0.010238347810706039,0.020574944977483085,-0.25822364532228603,-1.2484504999999937,0 days 14:50:00
5m,DEVELOPMENT,4,CLOSED,BTCUSDT,LONG,2024-01-03 03:40:00+00:00,2024-01-03 03:45:00+00:00,45204.99,45227.592495,2024-01-03 11:10:00+00:00,44775.316570049996,44752.928911764975,0.0004516173451713169,20.425565251082077,0.20425565251082078,44775.316570049996,46132.1443449,SL,-0.19404797372467378,0.02042556525108208,0.02021119894377197,0.010207678786147594,0.010110654799283702,0.020318333585431295,-0.25500307150495916,-1.2484504999999937,0 days 07:25:00
5m,DEVELOPMENT,5,CLOSED,BTCUSDT,LONG,2024-01-04 07:20:00+00:00,2024-01-04 07:25:00+00:00,43046.01,43067.533005,2024-01-04 10:25:00+00:00,42636.85767495,42615.53924611252,0.00046835320067110725,20.170816927900297,0.20170816927900298,42636.85767495,43928.883665099995,SL,-0.19162780099919421,0.0201708169279003,0.019959124204241986,0.01008036827980812,0.009984554379311093,0.020064922659119213,-0.25182266479045573,-1.248450499999999,0 days 03:00:00
5m,DEVELOPMENT,6,CLOSED,BTCUSDT,LONG,2024-01-04 20:00:00+00:00,2024-01-04 20:05:00+00:00,43990.15,44012.145075,2024-01-05 01:45:00+00:00,43572.02362425,43550.23761243788,0.0004525852080206418,19.91924583420354,0.19919245834203542,43572.02362425,44892.3879765,SL,-0.18923781274773,0.01991924583420354,0.019710193349173576,0.009954645594304123,0.009860026687930455,0.019814672282234578,-0.2486819242133417,-1.2484504999999921,0 days 05:40:00
5m,DEVELOPMENT,7,CLOSED,BTCUSDT,LONG,2024-01-06 01:10:00+00:00,2024-01-06 01:15:00+00:00,44038.61,44060.629304999995,2024-01-06 05:50:00+00:00,43620.02301195,43598.213000444026,0.0004464487378814783,19.670812343480925,0.19670812343480926,43620.02301195,44941.8418911,SL,-0.18687763250853334,0.019670812343480927,0.019464367167936095,0.0098304909262748,0.009737052110021491,0.019567543036296292,-0.24558035505624665,-1.2484504999999864,0 days 04:35:00
5m,DEVELOPMENT,8,CLOSED,BTCUSDT,LONG,2024-01-06 19:20:00+00:00,2024-01-06 19:25:00+00:00,43886.0,43907.943,2024-01-08 02:35:00+00:00,43468.86357,43447.129138215,0.00044241374102732886,19.425477323444717,0.19425477323444718,43468.86357,44786.10186,SL,-0.1845468885150839,0.01942547732344472,0.019221606938935164,0.009707884719362368,0.009615611275105223,0.01932349599446759,-0.24251746877193137,-1.2484504999999957,1 days 07:10:00
5m,DEVELOPMENT,9,CLOSED,BTCUSDT,LONG,2024-01-08 09:25:00+00:00,2024-01-08 09:30:00+00:00,43846.0,43867.922999999995,2024-01-08 12:00:00+00:00,44745.28146,44722.90881927,0.0004372945153994723,19.183202129866363,0.19183202129866364,43429.243769999994,44745.28146,TP,0.3932508502584292,0.019183202129866364,0.019557082739377462,0.009586807661100543,0.009783433086231075,0.019370240747331617,0.3351403246418538,1.7470510000000112,0 days 02:30:00
5m,DEVELOPMENT,10,CLOSED,BTCUSDT,LONG,2024-01-09 17:35:00+00:00,2024-01-09 17:40:00+00:00,46693.23,46716.576615,2024-01-09 21:10:00+00:00,47650.9081473,47627.08269322635,0.0004177961884887377,19.518007648989094,0.19518007648989094,46249.41084885,47650.9081473,TP,0.4001142797408933,0.019518007648989096,0.019898413618067896,0.009754126761111872,0.009954183900982447,0.019708310662094317,0.340989547811742,1.747051000000008,0 days 03:30:00
